"File","LOC","Coverage"
"hzapplications\mdt\mdtpackers\mrsf\toolcontrol\mdtmrsfseqmodule_inflate.cpp","34","26.47059"
"hzapplications\mdt\mdtpackers\common\acquisition\mdtpackersacqmodule.cpp","115","26.08696"
"hzapplications\mdt\mdtpackers\common\equipment\mdtpackerspackerelement.cpp","31","77.41936"
"hzapplications\mdt\mdtpackers\mrsf\equipment\mdtmrsflowermandrelsegment.cpp","13","100"
"hzapplications\mdt\mdtpackers\mdtpackers_gtest\common\equipmenttestbase.h","49","97.95918"
"hzapplications\mdt\mdtpackers\mrpa\equipment\mdtmrpapackerelement.cpp","698","94.84241"
"hzapplications\mdt\mdtpackers\mrsf\equipment\mdtmrsfuppermandrelelement.cpp","18","100"
"hzapplications\mdt\mdtpackers\mrsf\equipment\mdtmrsfuppermandrelsegment.cpp","16","100"
"hzapplications\mdt\mdtpackers\mdtpackers_gtest\mdtpackers_gtest.cpp","5","100"
"hzapplications\mdt\mdtpackers\mdtpackers_gtest\simulation\mdtdvmpsprsimmoduleunittest.cpp","114","100"
"hzapplications\mdt\mdtpackers\mdtpackers_gtest\common\tool control\mdtpackersregmodule_crashrecoverymonitorunittest.cpp","94","100"
"hzapplications\mdt\mdtpackers\mrsf\equipment\mdtmrsfuppermandrelsegment.h","21","100"
"hzapplications\mdt\mdtpackers\mdtpackers_gtest\common\tool control\mdtpackersseqmodule_shiftsealvalvelowlevelunittest.cpp","80","100"
"hzapplications\mdt\mdtpackers\mdtpackers_gtest\toolcontrol\mdtpackersseqmodule_inflateunittest.cpp","49","100"
"hzapplications\mdt\mdtpackers\mrsr\equipment\mdtmrsrelectronicselement.cpp","43","79.06977"
"hzapplications\mdt\mdtpackers\mdtpackers_gtest\computation\mdtpackersdfmodulelogannotatorunittest.cpp","50","100"
"hzapplications\mdt\mdtpackers\mrsr\equipment\mdtmrsrtool.cpp","68","79.41177"
"hzapplications\mdt\mdtpackers\mrsr\toolcontrol\mdtmrsrseqmodule_diffpressuremonitor.cpp","30","50"
"hzapplications\mdt\mdtpackers\mdtpackers_gtest\toolcontrol\mdtmrsfseqmodule_inflateunittest.cpp","26","100"
"hzapplications\mdt\mdtpackers\common\toolcontrol\mdtpackersseqmodule_equalizeflowline.cpp","11","72.72727"
"hzapplications\mdt\mdtpackers\mrsf\equipment\mdtmrsflowermandrelelement.cpp","13","100"
"hzapplications\mdt\mdtpackers\mdtpackers_gtest\toolcontrol\mdtmrpaseqmodule_pumpsequenceunittest.cpp","113","100"
"hzapplications\mdt\mdtpackers\common\computation\mdtpackersdfmodulelogannotator.cpp","119","23.52941"
"hzapplications\mdt\mdtpackers\mdtpackers_gtest\common\unittestconstants.h","2","100"
"hzapplications\mdt\mdtpackers\mrsr\equipment\mdtmrsrtool.h","10","100"
"hzapplications\mdt\mdtpackers\common\toolcontrol\mdtpackersseqmodule_equalizeflowline.h","1","100"
"hzapplications\mdt\mdtpackers\common\toolcontrol\mdtpackersseqmodule_shiftsealvalvelowlevel.cpp","61","34.42623"
"hzapplications\mdt\mdtpackers\mrsf\equipment\mdtmrsftool.h","11","100"
"hzapplications\mdt\mdtpackers\mrsf\computation\mdtmrsfdfmoduleinflatepressure.cpp","99","76.76768"
"hzapplications\mdt\mdtpackers\common\equipment\mdtpackerselectronicselement.cpp","128","74.21875"
"hzapplications\mdt\mdtpackers\common\mdtpackerssimulationdatastructure.h","3","100"
"hzapplications\mdt\mdtpackers\mrsf\equipment\mdtmrsfelectronicselement.cpp","43","93.02325"
"hzapplications\mdt\mdtpackers\common\computation\mdtpackersdfmoduleinflatepressure.cpp","22","72.72727"
"hzapplications\mdt\mdtpackers\common\computation\mdtpackersdfmoduledifferentialpressure.cpp","49","34.69388"
"hzapplications\mdt\mdtpackers\common\toolcontrol\mdtpackersseqmodule_shiftsealvalve.h","1","100"
"hzapplications\mdt\mdtpackers\mrsr\equipment\mdtmrsrelectronicssegment.h","20","100"
"hzapplications\mdt\mdtpackers\mrsf\equipment\mdtmrsfpackerelement.h","1","100"
"hzapplications\mdt\mdtpackers\common\toolcontrol\mdtpackersnamelookup.h","1","0"
"hzapplications\mdt\mdtpackers\mrsf\simulation\mdtmrsfsimmodule.cpp","3","100"
"hzapplications\mdt\mdtpackers\common\mdtpackershelperfunctions.cpp","28","60.71429"
"hzapplications\mdt\mdtpackers\mrsr\simulation\mdtmrsrsimmodule.cpp","3","100"
"hzapplications\mdt\mdtpackers\mrsr\equipment\mdtmrsropn7mandrelelement.cpp","14","100"
"hzapplications\mdt\mdtpackers\common\computation\mdtpackersdfmoduledifferentialpressure.h","9","66.66666"
"hzapplications\mdt\mdtpackers\mrsf\equipment\mdtmrsfelectronicselement.h","1","100"
"hzapplications\flcn\hads\gtest\hadssimulation_unittest.cpp","682","100"
"hzapplications\flcn\hads\gtest\hadsacquisition_unittest .cpp","612","100"
"hzapplications\flcn\hads\gtest\hadscomputation_unittest.cpp","319","100"
"hzapplications\flcn\hads\calibration\hadsaccumtasks.cpp","12","75"
"hzapplications\flcn\hads\gtest\hadscalibration_unittest.cpp","46","100"
"hzapplications\flcn\hads\calibration\hadscalicompmodules.cpp","19","100"
"hzapplications\flcn\hads\gtest\hadstoolcontrol_unittest.cpp","101","100"
"hzapplications\flcn\hads\computation\hadsdfmodule_qualityindicator.cpp","27","51.85185"
"hzapplications\flcn\hads\gtest\hadsequipment_unittest.cpp","38","100"
"hzapplications\flcn\hads\gtest\hads_gtest.cpp","4","100"
"hzapplications\flcn\hads\toolcontrol\hadsseqmodules.h","5","100"
"hzapplications\flcn\hads\computation\hadsdfmodule_smoothing.cpp","46","60.86956"
"hzapplications\flcn\hads\toolcontrol\hadsseqmodules.cpp","26","61.53846"
"hzapplications\flcn\hads\common\hadsconstaplbstr.cpp","2","100"
"hzapplications\flcn\vibratingwire\computation\vibratingwiredfmodule_viscositysmoothing.cpp","40","60"
"hzapplications\flcn\vibratingwire\gtest\vibratingwireacquisition_unittest.cpp","1184","100"
"hzapplications\flcn\vibratingwire\gtest\vibratingwirecomputation_unittest.cpp","881","100"
"hzapplications\flcn\vibratingwire\gtest\vibratingwiretoolcontrol_unittest.cpp","872","99.77065"
"hzapplications\flcn\vibratingwire\gtest\vibratingwireequipment_unittest.cpp","45","100"
"hzapplications\flcn\vibratingwire\gtest\vibratingwiresimulation_unittest.cpp","1161","99.91386"
"hzapplications\flcn\vibratingwire\gtest\vibratingwirecalibration_unittest.cpp","302","100"
"hzapplications\flcn\vibratingwire\toolcontrol\vibratingwireseqmodulereadcoeff.cpp","67","86.56716"
"hzapplications\flcn\vibratingwire\toolcontrol\vibratingwiretoolctrltasksetacqparam.h","16","43.75"
"hzapplications\flcn\vibratingwire\toolcontrol\vibratingwireseqmodulesetacqparam.cpp","104","80.76923"
"hzapplications\flcn\vibratingwire\toolcontrol\vibratingwiretasks.cpp","13","69.23077"
"hzapplications\flcn\vibratingwire\computation\vibratingwiredfmodule_qualityindicator.cpp","44","56.81818"
"hzapplications\flcn\vibratingwire\calibration\vibratingwireaccumtasks.cpp","24","75"
"hzapplications\flcn\vibratingwire\calibration\vibratingwirecalitextfileconvmodulebase.cpp","209","81.33971"
"hzapplications\flcn\vibratingwire\common\vibratingwireconstaplbstr.cpp","8","100"
"hzapplications\flcn\vibratingwire\calibration\vibratingwirecalitextfileconvmodulebase.h","4","75"
"hzapplications\flcn\vibratingwire\gtest\vibratingwire_gtest.cpp","4","100"
"hzapplications\flcn\vibratingwire\computation\vibratingwiredfmodule_viscosity.cpp","28","42.85714"
"hzapplications\flcn\vibratingwire\toolcontrol\vibratingwiretoolctrltasksetacqparam.cpp","111","98.1982"
"hzapplications\flcn\vibratingwire\toolcontrol\vibratingwireseqmodules.h","5","100"
"hzapplications\flcn\vibratingwire\calibration\vibratingwirecalicompmodules.cpp","34","100"
"hzapplications\flcn\vibratingwire\toolcontrol\vibratingwireseqmodulereadcoeff.h","4","100"
"hzapplications\flcn\vibratingwire\toolcontrol\vibratingwireseqmodules.cpp","34","61.76471"
"hzapplications\flcn\vibratingwire\toolcontrol\vibratingwireseqmodulesetacqparam.h","4","100"
"hzapplications\flcn\vibratingwire\computation\vibratingwiredfmodule_viscosity.h","1","100"
"thirdparty\salt\dfa\include\minivibratingwireviscositycomp.h","1","100"
"hzapplications\basicloggingeqpt\flcnhead\flcnheadui\program.cs","5","0"
"hzapplications\basicloggingeqpt\flcnhead\flcnheadui\formconfig.designer.cs","13","100"
"hzapplications\basicloggingeqpt\flcnhead\flcnheadui\formconfig.cs","4","100"
"hzapplications\basicloggingeqpt\flcnhead\flcnheadui\properties\settings.designer.cs","4","0"
"hzapplications\basicloggingeqpt\flcnhead\flcnheadui_mstest\properties\settings.designer.cs","2","0"
"hzapplications\basicloggingeqpt\flcnhead\flcnheadui_mstest\flcnheaduibasetest.cs","6","100"
"hzapplications\common\apltoolstringschematic\features\flowlineconnectivitymapmaster_mstest\flowdirsolvermstest.cs","155","100"
"hzapplications\common\apltoolstringschematic\features\flowlineconnectivitymapmaster_mstest\mockclass\aktflowline.cs","40","40"
"hzapplications\common\apltoolstringschematic\features\flowlineconnectivitymapmaster_mstest\toolflowdirectionmstest.cs","10","100"
"hzapplications\common\apltoolstringschematic\features\flowlineconnectivitymapmaster_mstest\flowlinemap_mstest.cs","64","100"
"hzapplications\msct\msctuicommon\component\msctwinform_dismissiblequestiondlgbox.cs","59","0"
"hzapplications\msct\msctuicommon\component\msctcomponent_transparentpanel.cs","10","0"
"hzapplications\msct\msctuicommon\utility\timeutility.cs","31","51.6129"
"hzapplications\msct\msctuicommon\coreimpl\msctfwk_equipment.cs","541","3.142329"
"hzapplications\msct\msctuicommon\utility\msctutility_reflection.cs","18","0"
"hzapplications\msct\msctuicommon\utility\msctutility_datastructures.cs","76","76.31579"
"hzapplications\msct\msctuicommon\properties\settings.designer.cs","4","0"
"hzapplications\msct\msctuicommon\component\msctwinform_dismissiblequestiondlgbox.designer.cs","90","0"
"hzapplications\msct\msctuicommon\utility\msctutility_debugfacility.cs","51","0"
"hzapplications\msct\msctuicommon\component\msctwinform_image.cs","94","0"
"hzapplications\msct\msctuicommon\utility\msctutility_csharpextension.cs","22","0"
"hzapplications\msct\msctuicommon\msctuicommon_mstest\msctdatadictionary_mstest.cs","18","94.44444"
"hzapplications\msct\msctuicommon\msctuicommon_mstest\msctprofile_mstest.cs","9","88.88889"
"hzapplications\msct\msctuicommon\msctuicommon_mstest\dismissiblequestiondlgbox_mstest.cs","1","100"
"hzapplications\msct\msctuicommon\msctuicommon_mstest\timeutilitymstest.cs","5","100"
"hzapplications\msct\msctui\datamodels\msctchannellite.cs","174","48.27586"
"hzapplications\msct\msctui\animation\components\anchorshoe.xaml.cs","52","34.61538"
"hzapplications\msct\msctui\viewmodels\relaycommand.cs","36","44.44444"
"hzapplications\msct\msctui\datamodels\coredetection\corepushingrecord.cs","51","0"
"hzapplications\msct\msctui\datamodels\msctfprimarytaskworkflow.cs","21","80.95238"
"hzapplications\msct\msctui\datamodels\msctprimarytaskworkflowbase.cs","165","79.39394"
"hzapplications\msct\msctui\datamodels\xlrockprimarytaskworkflow.cs","54","77.77778"
"hzapplications\msct\msctui\datamodels\simulator\msctfsimulatordatamodel.cs","297","42.42424"
"hzapplications\msct\msctui\viewmodels\lowleveltaskexecutecontrolviewmodel.cs","124","35.48387"
"hzapplications\msct\msctui\datamodels\xlrockcontrollerparametermonitorandsetworkflowbase.cs","76","78.94736"
"hzapplications\msct\msctui\datamodels\common\apltask.cs","12","75"
"hzapplications\msct\msctui\msctdasimui.cs","195","0"
"hzapplications\msct\msctui\datamodels\xlrockcontrolpanelcompositedatamodel.cs","93","34.4086"
"hzapplications\msct\msctui\datamodels\msctfcontrolpanelcompositedatamodel.cs","60","33.33333"
"hzapplications\msct\msctui\datamodels\telemetryframe\telemetryframe.cs","24","66.66666"
"hzapplications\msct\msctui\views\msctcontrolpanelviewmodelbase.cs","146","64.38356"
"hzapplications\msct\msctui\datamodels\singletaskworkflowbase.cs","37","81.08108"
"hzapplications\msct\msctui\animation\components\powermeter.xaml.cs","79","11.39241"
"hzapplications\msct\msctui\msctcustomuicontrolpanelbase.cs","61","0"
"hzapplications\msct\msctui\msctcustomuibase_wpf.toolcontrol.cs","132","0"
"hzapplications\msct\msctui\datamodels\common\apltaskexecutor.cs","143","74.12588"
"hzapplications\msct\msctui\corereport\summaryrecordcorereportdataaccessor.cs","293","0"
"hzapplications\msct\msctui\corereportcommoncontrolviewer.cs","534","0"
"hzapplications\msct\msctui\customui\mscttelemetryframeviewer.cs","44","0"
"hzapplications\msct\msctui\customui\editcontrollerparameters_wpf.cs","51","0"
"hzapplications\msct\msctui\datamodels\solenoidcontrol\msctsolenoidcontrolpaneldatamodel.cs","223","73.99103"
"hzapplications\msct\msctui\animation\components\digitalgauge.xaml.cs","97","37.1134"
"hzapplications\msct\msctui\msctcustomui_corereport_sr.cs","594","0"
"hzapplications\msct\msctui\datamodels\editcontrollerparameters\controllerparametereditingitem.cs","143","63.63636"
"hzapplications\msct\msctui\datamodels\common\aplsequentialtaskworkflow.cs","249","63.05221"
"hzapplications\msct\msctui\datamodels\common\maxwelltaskexecutor.cs","109","78.89909"
"hzapplications\msct\msctui\viewmodels\mcmuviewmodel.cs","259","79.92278"
"hzapplications\msct\msctui\datamodels\mcmubtoolinternaldata.cs","64","75"
"hzapplications\msct\msctui\msctcustomui_solenoids_wpf.cs","49","0"
"hzapplications\msct\msctui\msctcustomui_editgroundfaultparameter_wpf.cs","41","0"
"hzapplications\msct\msctui\msctcustomuibase_wpf.cs","51","0"
"hzapplications\msct\msctui\datamodels\editcontrollerparameters\editcontrollerparametertaskworkflow.cs","76","64.47369"
"hzapplications\msct\msctui\datamodels\msctlowleveltaskworkflowbase.cs","80","80"
"hzapplications\msct\msctui\datamodels\common\controllerparameter\xlrockcontrollerparameterparser.cs","36","36.11111"
"hzapplications\msct\msctui\corereport\nullcorerecordsaccessor.cs","20","0"
"hzapplications\msct\msctui\datamodels\coredetection\coredetectiondatamodel.cs","129","0"
"hzapplications\msct\msctui\msctcustomuidefinitions.cs","83","72.28915"
"hzapplications\msct\msctui\msctcustomuibase_wpf.parameter.cs","37","0"
"hzapplications\msct\msctui\views\coredetectiondataviewer.xaml.cs","60","0"
"hzapplications\msct\msctui\views\xlrockeditcontrollerparameterscontrolpanel.xaml.cs","79","0"
"hzapplications\msct\msctui\datamodels\editgroundfault\groundfaultsetting.cs","25","100"
"hzapplications\msct\msctui\datamodels\xlrockdatachannelhandler.cs","116","62.06897"
"hzapplications\msct\msctui\animation\components\kinematicpiston.xaml.cs","29","37.93103"
"hzapplications\msct\msctui\viewmodels\taskexecutioncontrolviewmodels.cs","169","38.46154"
"hzapplications\msct\msctui\datamodels\xlrockchannellite.cs","119","73.10925"
"hzapplications\msct\msctui\msctcustomui_d_toolinternal.cs","122","0"
"hzapplications\msct\msctui\msctcustomui_b_toolinternal.cs","71","0"
"hzapplications\msct\msctui\msctcustomui_da_control_wpf.cs","47","0"
"hzapplications\msct\msctui\msctcustomui_ba_control_wpf.cs","46","0"
"hzapplications\msct\msctui\msctcustomui_f_control_wpf.cs","47","0"
"hzapplications\msct\msctui\customui\msctfsimui.simulationservice.cs","29","0"
"hzapplications\msct\msctui\datamodels\editcontrollerparameters\parametervalueholder.cs","52","0"
"hzapplications\msct\msctui\datamodels\editcontrollerparameters\writablevaluewithunitreference.cs","48","54.16667"
"hzapplications\msct\msctui\corereport\corerecordsumrecchaninfo.cs","84","89.28571"
"hzapplications\msct\msctui\datamodels\common\maxwellparameterprovider.cs","141","0"
"hzapplications\msct\msctui\datamodels\mscttoolinternaldatabase.cs","162","73.45679"
"hzapplications\msct\msctui\datamodels\editcontrollerparameters\controllerparametershandler.cs","216","56.01852"
"hzapplications\msct\msctui\animation\components\solenoidtwoway.xaml.cs","36","66.66666"
"hzapplications\msct\msctui\msctcustomuibase_wpf.uimessage.cs","155","0"
"hzapplications\msct\msctui\msctbasimui.cs","151","0"
"hzapplications\msct\msctui\datamodels\msctfparameterhandler.cs","23","82.6087"
"hzapplications\msct\msctui\animation\components\common.cs","116","50"
"hzapplications\msct\msctui\datamodels\msctparameterhandlerbase.cs","73","49.31507"
"hzapplications\msct\msctui\datamodels\common\propertynotificationbase.cs","22","54.54546"
"hzapplications\msct\msctui\datamodels\mcmudtoolinternaldata.cs","69","75.36232"
"hzapplications\msct\msctui\datamodels\common\propertychangednotificationbase.cs","25","84"
"hzapplications\msct\msctui\datamodels\msctdatachannelhandlerbase.cs","71","88.73239"
"hzapplications\msct\msctui\customui\coredetectiondataviewercustomui.cs","83","0"
"hzapplications\msct\msctui\msctcustomuitoolinternalbase.cs","60","0"
"hzapplications\msct\msctui\datamodels\xlrockchannellitebuilder.cs","101","80.19802"
"hzapplications\msct\msctui\datamodels\msctfdatachannelhandler.cs","64","92.1875"
"hzapplications\msct\msctui\animation\components\hydraulicreservoir.xaml.cs","4","0"
"hzapplications\msct\msctui\viewmodels\msctsingletaskuiviewmodelbase.cs","27","55.55556"
"hzapplications\msct\msctui\datamodels\msctbparameterhandler.cs","6","100"
"hzapplications\msct\msctui\animation\components\hydraulicmotor.xaml.cs","4","0"
"hzapplications\msct\msctui\views\msctsolenoidcontrolpanel.xaml.cs","80","23.75"
"hzapplications\msct\msctui\datamodels\common\msctbitvector32.cs","25","88"
"hzapplications\msct\msctui\datamodels\common\imaxwellsimulationuiservice.cs","4","100"
"hzapplications\msct\msctui\corereportcommoncontrolviewer_sr.cs","114","0"
"hzapplications\msct\msctui\animation\components\corepusher.xaml.cs","26","50"
"hzapplications\msct\msctui\datamodels\msctbprimarytaskworkflow.cs","3","100"
"hzapplications\msct\msctui\views\msctfcontrolpanel.xaml.cs","33","0"
"hzapplications\msct\msctui\corereport\msctcolumninfoex.cs","29","0"
"hzapplications\msct\msctui\views\msctbcontrolpanel.xaml.cs","32","78.125"
"hzapplications\msct\msctui\animation\components\sequencevalve.xaml.cs","24","45.83333"
"hzapplications\msct\msctui\datamodels\solenoidcontrol\taskworkflow.cs","11","100"
"hzapplications\msct\msctui\datamodels\msctbchannellite.cs","31","83.87096"
"hzapplications\msct\msctui\datamodels\msctsingletaskuidatamodelbase.cs","3","100"
"hzapplications\msct\msctui\corereport\corerecordreader.cs","50","0"
"hzapplications\msct\msctui\datamodels\common\controllerparameterfactor.cs","5","100"
"hzapplications\msct\msctui\views\telemetryframeviewer.xaml.cs","5","0"
"hzapplications\msct\msctui\datamodels\telemetryframe\mcecftelemetryframeviewerdatamodel.cs","50","0"
"hzapplications\msct\msctui\animation\components\collisionprotectionalert.xaml.cs","15","53.33333"
"hzapplications\msct\msctui\datamodels\common\aplsingletaskworkflow.cs","89","33.70787"
"hzapplications\msct\msctui\animation\components\markersystem.xaml.cs","49","57.14286"
"hzapplications\msct\msctui\datamodels\simulator\msctsimulationsetting.cs","24","100"
"hzapplications\msct\msctui\datamodels\editgroundfault\taskworkflow.cs","11","100"
"hzapplications\msct\msctui\datamodels\common\controllerparameter\xlrockcontrollerparameterfactorv10.cs","11","100"
"hzapplications\msct\msctui\datamodels\msctboillevelchannel.cs","14","85.71429"
"hzapplications\msct\msctui\customui\msctfsimui.cs","38","0"
"hzapplications\msct\msctui\datamodels\common\imaxwelltoolcontroltaskadapter.cs","8","50"
"hzapplications\msct\msctui\animation\components\hydraulicline.xaml.cs","15","53.33333"
"hzapplications\msct\msctui\datamodels\controllerparametercommandvaluemap.cs","42","38.09524"
"hzapplications\msct\msctui\datamodels\simulator\msctsimsolenoidstatus.cs","19","100"
"hzapplications\msct\msctui\corereport\depthoffsetparaaccessor.cs","33","0"
"hzapplications\msct\msctui\datamodels\simulator\msctsurfacestatus.cs","18","94.44444"
"hzapplications\msct\msctui\datamodels\editgroundfault\mscteditgroundfaultcontrolpaneldatamodel.cs","131","78.62595"
"hzapplications\msct\msctui\animation\mcmud_toolinternal.xaml.cs","61","75.40984"
"hzapplications\msct\msctui\animation\mcmub_toolinternal.xaml.cs","54","74.07407"
"hzapplications\msct\msctui\animation\components\drillbit.xaml.cs","82","13.41463"
"hzapplications\msct\msctui\views\msctgroundfaultsettingcontrolpanel.xaml.cs","23","82.6087"
"hzapplications\msct\msctui\animation\components\reliefvalve_2.xaml.cs","4","0"
"hzapplications\msct\msctui\animation\components\reliefvalve_1.xaml.cs","4","0"
"hzapplications\msct\msctui\datamodels\msctbcontrolpanelcompositedatamodel.cs","33","30.30303"
"hzapplications\msct\msctui\corereport\columninfo.cs","86","0"
"hzapplications\msct\msctui\datamodels\telemetryframe\dataword.cs","61","63.93443"
"hzapplications\msct\msctui\customui\mscttelemetryframeviewer.designer.cs","15","0"
"hzapplications\msct\msctui\datamodels\msctbchannellitebuilder.cs","17","88.23529"
"hzapplications\msct\msctui\datamodels\common\aplbits32.cs","37","100"
"hzapplications\msct\msctui\animation\components\limitswitch.xaml.cs","9","33.33333"
"hzapplications\msct\msctui\datamodels\common\imaxwellparameterservice.cs","4","0"
"hzapplications\msct\msctui\corereport\msctcorereportsumreccolumninfo.cs","5","0"
"hzapplications\msct\msctui\datamodels\msctbdatachannelhandler.cs","6","50"
"hzapplications\msct\msctui\animation\components\feedbackflowcontrolvalve.xaml.cs","4","0"
"hzapplications\msct\msctui\views\xlrockcontrolpanel.xaml.cs","33","69.69697"
"hzapplications\msct\msctui\datamodels\editcontrollerparameters\editcontrollerparametercompositedatamodel.cs","64","25"
"hzapplications\msct\msctui\datamodels\xlrocklowleveltaskworkflow.cs","36","88.88889"
"hzapplications\msct\msctui\msctcustomui_editgroundfaultparameter_wpf.designer.cs","13","0"
"hzapplications\msct\msctui\customui\editcontrollerparameters_wpf.designer.cs","16","0"
"hzapplications\msct\msctui\datamodels\telemetryframe\bitssection.cs","62","82.25806"
"hzapplications\msct\msctui\views\msctfsimulator.xaml.cs","4","0"
"hzapplications\msct\msctui\datamodels\common\controllerparameter\xlrockcontrollerparameterfactor.cs","4","100"
"hzapplications\msct\msctui\datamodels\xlrockparameterhandler.cs","10","100"
"hzapplications\msct\msctui\animation\components\coringmotor.xaml.cs","4","0"
"hzapplications\msct\msctui\msctfirmwareversion.cs","12","41.66667"
"hzapplications\msct\msctui\datamodels\editcontrollerparameters\controllerparameterenumerationitemvaluerange.cs","16","50"
"hzapplications\msct\msctui\corereport\corerecordelement.cs","3","0"
"hzapplications\msct\msctui\datamodels\msctflowleveltaskworkflow.cs","13","100"
"hzapplications\msct\msctui\corereport\genericcorerecorditem.cs","6","0"
"hzapplications\msct\msctui\datamodels\msctblowleveltaskworkflow.cs","3","100"
"hzapplications\msct\msctui\msctcustomuicontrolpanelbase.parameter.cs","27","0"
"hzapplications\msct\msctui\datamodels\solenoidcontrol\mscteditsolenoidhelper.cs","50","96"
"hzapplications\msct\msctui\properties\settings.designer.cs","4","0"
"hzapplications\msct\msctui\customui\coredetectiondataviewercustomui.designer.cs","26","0"
"hzapplications\msct\msctui\corereportcommoncontrolviewer_sr.designer.cs","17","0"
"hzapplications\msct\msctui\customui\msctfsimui.designer.cs","23","0"
"hzapplications\msct\msctui\corereportcommoncontrolviewer.designer.cs","56","0"
"hzapplications\msct\msctui\msctcustomui_solenoids_wpf.designer.cs","12","0"
"hzapplications\msct\msctui\datamodels\xlrockaggressivenesstaskworkflow.cs","45","20"
"hzapplications\msct\msctui\datamodels\xlrockslowretractrateswitchtaskworkflow.cs","67","91.04478"
"hzapplications\msct\msctui\datamodels\editcontrollerparameters\controllerparameternumericitemvaluerange.cs","51","0"
"hzapplications\msct\msctui\views\scalefactorcalculator.cs","40","0"
"hzapplications\msct\msctui\views\clientareasizecalculator.cs","19","0"
"hzapplications\msct\msctui\datamodels\collisionprotectionvalueconverter.cs","47","0"
"hzapplications\msct\msctui\views\shapemeasurementcalculator.cs","23","0"
"hzapplications\msct\msctui\datamodels\editcontrollerparameters\feature\controllerparametermastercollection.cs","20","55"
"hzapplications\msct\msctui\corereport\corereportdatabasehelper.cs","24","0"
"hzapplications\msct\msctui\corereport\msctcorereportconstants.cs","29","0"
"hzapplications\msct\msctui\datamodels\editcontrollerparameters\feature\solenoidpwmcontrolcontrollerparametercollection.cs","4","100"
"hzapplications\msct\msctui\datamodels\editcontrollerparameters\feature\stallrecoverycontrollerparametercollection.cs","4","0"
"hzapplications\msct\msctui\datamodels\editcontrollerparameters\feature\activeslowretractcontrollerparametercollection.cs","4","0"
"hzapplications\msct\msctui\datamodels\editcontrollerparameters\feature\controllerparameterfeaturelist.cs","7","100"
"hzapplications\msct\msctui\datamodels\editcontrollerparameters\feature\fastbreakcontrollerparametercollection.cs","4","0"
"hzapplications\msct\msctui\datamodels\feature\msctfeaturefactory.cs","15","100"
"hzapplications\msct\msctui\corereport\corerecorditem.cs","40","0"
"hzapplications\msct\msctui\datamodels\primarytaskexecutionmode.cs","31","0"
"hzapplications\msct\msctui\msctcustomuibase_wpf.designer.cs","24","0"
"hzapplications\msct\msctui\msctdasimui.designer.cs","617","0"
"hzapplications\msct\msctui\msctbasimui.designer.cs","423","0"
"hzapplications\msct\msctui\msctcustomuitoolinternalbase.designer.cs","14","0"
"hzapplications\msct\msctui\msctui_mstest\imscttoolcontroltaskadapter_mstest.cs","80","87.5"
"hzapplications\msct\msctui\msctui_mstest\mockclass\maxwelltoolcontrolhelpermock.cs","28","78.57143"
"hzapplications\msct\msctui\msctui_mstest\xlrockprimarytaskworkflow_mstest.cs","80","100"
"hzapplications\msct\msctui\msctui_mstest\msctfprimarytaskworkflow_mstest.cs","95","100"
"hzapplications\msct\msctui\msctui_mstest\msctbprimarytaskworkflow_mstest.cs","69","100"
"hzapplications\msct\msctui\msctui_mstest\msctbcontrolpanelviewmodel_mstest.cs","49","100"
"hzapplications\msct\msctui\msctui_mstest\xlrockcontrolpanelviewmodel_mstest.cs","61","100"
"hzapplications\msct\msctui\msctui_mstest\msctfcontrolpanelslowretractsettingworkflowmstest.cs","91","86.81319"
"hzapplications\msct\msctui\msctui_mstest\msctsolenoidcontrolworkflowmstest.cs","110","98.18182"
"hzapplications\msct\msctui\msctui_mstest\msctcustomui_solenoids_mstest.cs","48","100"
"hzapplications\msct\msctui\msctui_mstest\simulator\msctfsimulatordatamodelmstest.cs","79","100"
"hzapplications\msct\msctui\msctui_mstest\aplbitsmstest.cs","12","100"
"hzapplications\msct\msctui\msctui_mstest\telemetryframe\bitssectionmstest.cs","9","100"
"hzapplications\msct\msctui\msctui_mstest\mockclass\msctcoordinatorhelpermock.cs","6","66.66666"
"hzapplications\msct\msctui\msctui_mstest\msctcmppprofile_mstest.cs","98","100"
"hzapplications\msct\msctui\msctui_mstest\editcontrollerparameter\editcontrollerparametermstest.cs","50","94"
"hzapplications\msct\msctui\msctui_mstest\msctbparameterhandler_mstest.cs","8","100"
"hzapplications\msct\msctui\msctui_mstest\xlrockcontrollerparameterchannelmstest.cs","19","100"
"hzapplications\msct\msctui\msctui_mstest\msctbdatachannelhandler_mstest.cs","40","100"
"hzapplications\msct\msctui\msctui_mstest\xlrockdatachannelhandler_mstest.cs","52","100"
"hzapplications\msct\msctui\msctui_mstest\mscteditgroundfaultworkflowmsttest.cs","51","100"
"hzapplications\msct\msctui\msctui_mstest\mockclass\msctbprimaryworkflowmock.cs","10","100"
"hzapplications\msct\msctui\msctui_mstest\mockclass\msctfirmwareversionmock.cs","4","100"
"hzapplications\msct\msctui\msctui_mstest\mockclass\xlrockprimaryworkflowmock.cs","12","100"
"hzapplications\msct\msctui\msctui_mstest\mockclass\msctchannellitebuildermockdirect.cs","20","100"
"hzapplications\msct\msctui\msctui_mstest\mockclass\msctfcontrolpanelcompositedatamodelmock.cs","20","100"
