"path","filename","lineNumber","line"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","2589","                DSClients.ISlbDscRepresentationArrayChar ArrayCharRep = repReader as DSClients.ISlbDscRepresentationArrayChar;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","2886","            DSClients.ISlbDscRepresentationArrayComplexDouble ArrayComplexDoublerep = repReader as DSClients.ISlbDscRepresentationArrayComplexDouble;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","2887","            DSClients.ISlbDscRepresentationArrayComplexFloat ArrayComplexFloatRep = repReader as DSClients.ISlbDscRepresentationArrayComplexFloat;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","2890","            DSClients.ISlbDscRepresentationArrayDouble ArrayDoubleRep = repReader as DSClients.ISlbDscRepresentationArrayDouble;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","2891","            DSClients.ISlbDscRepresentationArrayFloat ArrayFloatRep = repReader as DSClients.ISlbDscRepresentationArrayFloat;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","2892","            DSClients.ISlbDscRepresentationArrayLong ArrayLongRep = repReader as DSClients.ISlbDscRepresentationArrayLong;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","2893","            DSClients.ISlbDscRepresentationArrayShort ArrayShortRep = repReader as DSClients.ISlbDscRepresentationArrayShort;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","2894","            DSClients.ISlbDscRepresentationArrayChar ArrayCharRep = repReader as DSClients.ISlbDscRepresentationArrayChar;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","3304","                DSClients.ISlbDscRepresentationShort shortRep = representation as DSClients.ISlbDscRepresentationShort;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","3305","                DSClients.ISlbDscRepresentationLong longRep = representation as DSClients.ISlbDscRepresentationLong;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","3306","                DSClients.ISlbDscRepresentationFloat floatRep = representation as DSClients.ISlbDscRepresentationFloat;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","3307","                DSClients.ISlbDscRepresentationDouble doubleRep = representation as DSClients.ISlbDscRepresentationDouble;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","3308","                DSClients.ISlbDscRepresentationChar charRep = representation as DSClients.ISlbDscRepresentationChar;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","3310","                DSClients.ISlbDscRepresentationComplexDouble complexDouble = representation as DSClients.ISlbDscRepresentationComplexDouble;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","3311","                DSClients.ISlbDscRepresentationComplexFloat complexFloat = representation as DSClients.ISlbDscRepresentationComplexFloat;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","3599","                               new ISlbDscCollection[] { m_RepCollection, m_LAPCollection }))"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","3619","                                   new ISlbDscCollection[] { m_RepCollection, m_DARCollection, m_LAPCollection }))"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","3759","                m_QueryObj.PutItem(DataAcquisitionRunTokens.WORKSPACEGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, workspaceGuid);"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","3798","            m_QueryObj.PutItem(RepSegmentTokens.REPGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, mergecompRepGuid);"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","ChannelOnline.cs","3800","            using (DscReadLock readLock = new DscReadLock(new ISlbDscCollection[] { m_DARCollection, m_LAPCollection, m_RepSegCollection }))"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","24","        private ISlbDscToolStringDocument			m_ToolStringDoc;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","25","        private ISlbWellLogDocument					m_WellLogDoc;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","26","        private ISlbDscProductsTemplateCatalog      m_ProductsTemplateCatalog;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","28","        private ISlbDscCollection m_ToolCollection;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","29","        private ISlbDscCollection m_PCATLGObjectCollection;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","32","        private DSClients.DscQuery m_QueryObj;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","36","        private Dictionary<int, ISlbDscCollection> m_CollectionMap;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","53","            m_CollectionMap = new Dictionary<int, ISlbDscCollection>();"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","196","        internal override void SetDocument(ISlbDscDocument document)"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","202","            foreach ( ISlbDscDocument document in documentList )"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","204","                if ( document is ISlbWellLogDocument )"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","206","                    m_WellLogDoc = ( ISlbWellLogDocument )document;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","208","                else if ( document is ISlbDscToolStringDocument )"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","210","                    m_ToolStringDoc = ( ISlbDscToolStringDocument )document;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","212","                else if (document is ISlbDscProductsTemplateCatalog)"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","214","                    m_ProductsTemplateCatalog = (ISlbDscProductsTemplateCatalog)document;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","220","                m_WellLogDoc.PrimeCollection( DscDocumentCollectionTokens.DSC_COL_ENSEMBLE );"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","225","                m_ToolStringDoc.PrimeCollection( DscDocumentCollectionTokens.DSC_COL_TOOL );"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","228","            if (m_ProductsTemplateCatalog != null)"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","295","            m_QueryObj = new DscQuery();"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","306","            m_ToolCollection            = m_CollectionMap[DscDocumentCollectionTokens.DSC_COL_TOOL];"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","310","        private ISlbDscCollection GetCollectionForToken ( int collectionToken )"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","312","            ISlbDscCollection collection = null;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","316","            if (m_ProductsTemplateCatalog != null)"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","462","                m_QueryObj.PutItem(ToolTokens.EQPUSAGETYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""EQP_USAGETYPE_MY_DOWNHOLE_TOOL"");"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","464","                m_QueryObj.PutItem(ToolTokens.EQPUSAGETYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""EQP_USAGETYPE_TOOLSTRING"");"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","555","                                                ISlbDscCollection EnsembleCollection,"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","556","                                                ISlbDscCollection ToolCollection,"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","557","                                                ISlbDscCollection WorkspaceCollection,"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","558","                                                ISlbDscCollection SessionCollection,"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","559","                                                ISlbDscCollection PCATLGObjectCollection,"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","562","                if (SessionCollection == null)"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","563","                    throw new DataExplorerException(""SessionCollection is null"");"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","564","                if (WorkspaceCollection == null)"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","565","                    throw new DataExplorerException(""WorkspaceCollection is null"");"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","566","                if (ToolCollection == null)"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","567","                    throw new DataExplorerException(""ToolCollection is null"");"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","573","                string SesstionType = SessionCollection.get_ItemByIndex(0, SessionTokens.SESSIONTYPE).ToString();"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","576","                       new ISlbDscCollection[] { EnsembleCollection, ToolCollection, WorkspaceCollection, PCATLGObjectCollection }))"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","578","                    DscQuery dscQuery = new DscQuery();"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","582","                    dscQuery.ClearAll();"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","583","                    dscQuery.PutItem(WorkspaceTokens.SESSIONTYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, SesstionType);"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","584","                    string WorkspaceGuid = WorkspaceCollection.SearchFirst(dscQuery, null);"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","602","                    dscQuery.ClearAll();"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","603","                    dscQuery.PutItem(ToolTokens.EQPUSAGETYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""EQP_USAGETYPE_MY_DOWNHOLE_TOOL"");"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","604","                    dscQuery.AddClause();"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","605","                    dscQuery.PutItem(ToolTokens.EQPUSAGETYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""EQP_USAGETYPE_TOOLSTRING"");"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","607","                    ToolCollection.Search(dscQuery, null, out arrToolGuids);"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","615","                        sourceName = ToolCollection.get_Item(sToolGuid, ToolTokens.TOOLCODE).ToString();"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","618","                        dscQuery.ClearAll();"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","619","                        dscQuery.PutItem(EnsembleTokens.TOOLGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, (object)sToolGuid);"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","629","                Array arrayEnsProgID, ISlbDscCollection PCATLGObjectCollection,"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","636","                DscQuery dscQuery = new DscQuery();"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","639","                dscQuery.ClearAll();"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","640","                dscQuery.PutItem(PCATLGObjectTokens.TYPE, -1, DscQueryType_t.DSC_QUERY_IN, objectType);"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","LGObjectPresentation.cs","641","                dscQuery.PutItem(PCATLGObjectTokens.ENSEMBLEPROGID, -1, DscQueryType_t.DSC_QUERY_IN, arrayEnsProgID);"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","28","		private ISlbDscEnsembleCollection		m_EnsembleCollection;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","29","		private ISlbDscToolStringCollection		m_ToolStringCollection;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","30","		private ISlbDscToolCollection			m_ToolCollection;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","31","		private ISlbDscCollection				m_ComputationCollection;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","32","		private ISlbDscCollection				m_SessionCollection;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","33","		private ISlbDscParameterCollection		m_ParameterCollection;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","34","        private ISlbDscDataAcquisitionRunCollection m_RunCollection;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","240","				m_WellLogDocument.PrimeCollection( DscDocumentCollectionTokens.DSC_COL_JOB );"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","241","				ISlbDscCollection jobCollection = m_WellLogDocument.GetCollection( DscDocumentCollectionTokens.DSC_COL_JOB, false );"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","242","				jobName = (string) jobCollection.get_ItemByIndex( 0, JobTokens.JOBNAME );"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","383","                m_QueryObj.PutItem ( ToolStringTokens.TOOLSTRINGUSAGETC, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""EQP_USAGETYPE_TOOLSTRING"" );"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","472","                m_QueryObj.PutItem ( ToolTokens.EQPUSAGETYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""EQP_USAGETYPE_TOOLSTRING"" );"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","473","                m_QueryObj.PutItem ( ToolTokens.ISSWITCHEDON, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""True"");"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","474","                m_QueryObj.PutItem ( ToolTokens.TOOLSTRINGGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, info.GUID );"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","553","            m_QueryObj.PutItem(EnsembleTokens.GUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, entityGuid);"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","581","                m_QueryObj.PutItem ( EnsembleTokens.GUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, entityGuid );"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","617","			m_QueryObj.PutItem ( ComputationTokens.ENSEMBLE_SCOPE_TC, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""SHARE_SCOPE_RUN"" );"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","618","			m_QueryObj.PutItem ( ComputationTokens.TOOLSTRINGGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, toolstringGuid);"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","622","			m_QueryObj.PutItem ( ComputationTokens.ENSEMBLE_SCOPE_TC, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""SHARE_SCOPE_CREATE_RUN"" );"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","623","			m_QueryObj.PutItem ( ComputationTokens.WORKSPACEGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, wksGuid);"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","634","                       new ISlbDscCollection[] {m_EnsembleCollection, m_ToolStringCollection, m_ComputationCollection, m_ParameterCollection }) )"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","644","                    m_QueryObj.PutItem( ParameterTokens.ENTITYGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ensGuid );"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","651","                    m_QueryObj.PutItem( ParameterTokens.ENTITYGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, wksGuid );"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","667","                       new ISlbDscCollection[] {m_EnsembleCollection, m_ParameterCollection}) )"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","670","                m_QueryObj.PutItem ( EnsembleTokens.TOOLGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, info.GUID ); "
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","671","                m_QueryObj.PutItem ( EnsembleTokens.TYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""ENSEMBLE_TOOL"" ); "
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","673","                m_QueryObj.PutItem ( EnsembleTokens.TOOLGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, info.GUID ); "
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","674","                m_QueryObj.PutItem ( EnsembleTokens.TYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""ENSEMBLE_TOOLSEGMENT"" ); "
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","676","                m_QueryObj.PutItem ( EnsembleTokens.TOOLGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, info.GUID ); "
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","677","                m_QueryObj.PutItem ( EnsembleTokens.TYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""ENSEMBLE_TOOLELEMENT"" ); "
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","679","                m_QueryObj.PutItem ( EnsembleTokens.TOOLGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, info.GUID ); "
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","680","                m_QueryObj.PutItem ( EnsembleTokens.TYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""ENSEMBLE_SURFACE_EQUIPMENT"" ); "
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","690","                m_QueryObj.PutItem(ComputationTokens.ENSEMBLE_SCOPE_TC, -1, DscQueryType_t.DSC_QUERY_IN, scopeList);"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","702","                m_QueryObj.PutItem(ParameterTokens.ENTITYGUID, -1, DscQueryType_t.DSC_QUERY_IN, entityGuidArray.ToArray());"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","819","                       new ISlbDscCollection[] {m_EnsembleCollection, m_ComputationCollection, m_ParameterCollection }) )"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","822","                m_QueryObj.PutItem(ComputationTokens.ENSEMBLE_SCOPE_TC, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""SHARE_SCOPE_JOB"");"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","831","                        m_QueryObj.PutItem ( ParameterTokens.ENTITYGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ensGuid);"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","838","                m_QueryObj.PutItem ( ParameterTokens.ENTITYGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, sessionId);"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","859","		internal override void SetDocument(ISlbDscDocument document)"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","866","			foreach ( ISlbDscDocument document in documentList )"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","868","				if ( document is ISlbWellLogDocument )"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","870","					m_WellLogDocument = ( ISlbWellLogDocument )document;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","872","				else if ( document is ISlbDscToolStringDocument )"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","874","					m_ToolStringDocument = ( ISlbDscToolStringDocument )document;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","880","				m_WellLogDocument.PrimeCollection( DscDocumentCollectionTokens.DSC_COL_ENSEMBLE );"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","881","				m_WellLogDocument.PrimeCollection( DscDocumentCollectionTokens.DSC_COL_PARAMETER );"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","884","			if ( m_ToolStringDocument != null )"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","886","				m_ToolStringDocument.PrimeCollection( DscDocumentCollectionTokens.DSC_COL_TOOL_STRING );"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","887","				m_ToolStringDocument.PrimeCollection( DscDocumentCollectionTokens.DSC_COL_TOOL );"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","924","			m_QueryObj = new DscQuery();"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","934","			m_ToolStringCollection	= m_ParameterHashCollection[DscDocumentCollectionTokens.DSC_COL_TOOL_STRING] as ISlbDscToolStringCollection;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","935","			m_ToolCollection		= m_ParameterHashCollection[DscDocumentCollectionTokens.DSC_COL_TOOL]		as ISlbDscToolCollection;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","936","			m_EnsembleCollection	= m_ParameterHashCollection[DscDocumentCollectionTokens.DSC_COL_ENSEMBLE]	as ISlbDscEnsembleCollection;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","937","			m_ParameterCollection	= m_ParameterHashCollection[DscDocumentCollectionTokens.DSC_COL_PARAMETER]  as ISlbDscParameterCollection;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","938","			m_ComputationCollection = m_ParameterHashCollection[DscDocumentCollectionTokens.DSC_COL_COMPUTATION] as ISlbDscCollection;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","939","			m_SessionCollection		= m_ParameterHashCollection[DscDocumentCollectionTokens.DSC_COL_SESSION] as ISlbDscCollection;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","940","            m_RunCollection         = m_ParameterHashCollection[DscDocumentCollectionTokens.DSC_COL_DATA_ACQUISITION_RUN] as ISlbDscDataAcquisitionRunCollection;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","960","						if ( m_ToolStringDocument != null )"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","987","		private ISlbDscCollection GetCollectionForToken ( int collectionToken )"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","989","			ISlbDscCollection collection = null;"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","997","				if ( m_ToolStringDocument != null )"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","1056","                       new ISlbDscCollection[] {m_ToolStringCollection, m_ToolCollection}) )"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","Parameters.cs","1059","                m_QueryObj.PutItem ( ToolStringTokens.TOOLSTRINGUSAGETC, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""EQP_USAGETYPE_TOOLSTRING"");"
