FileName, AdjustedDuplicateLOC
HzApplications\Tractors\XTRAB\Common\XTRAB_Channel.h,40
HzApplications\Tractors\XTRAB\Common\XTRAB_Utility.cpp,8
HzApplications\Tractors\XTRAB\Common\XtraCOMPlus.h,184
HzApplications\Tractors\XTRAB\Common\XtraSimpleDataTypes.cpp,48
HzApplications\Tractors\XTRAB\Common\XtraString.cpp,56
HzApplications\Tractors\XTRAB\Common\XtraString.h,20
HzApplications\Tractors\XTRAB\Computation\XTRAB_Mplx_Compute.cpp,16
HzApplications\Tractors\XTRAB\CustomUI2\XtrabTractorUI.cs,7
HzApplications\Tractors\XTRAB\Equipment\XTRA_BD_Tool_Base.cpp,15
HzApplications\Tractors\XTRAB\Equipment\XTRA_XDLS_C_Segment.cpp,8
HzApplications\Tractors\XTRAB\Equipment\XTRA_XDRS_C_Segment.cpp,8
HzApplications\Tractors\XTRAB\Equipment\XTRAB_Tool.cpp,10
HzApplications\Tractors\XTRAB\Equipment\XTRAD_Tool.cpp,10
HzApplications\Tractors\XTRAB\Task\XTRAB_CmdTask.cpp,9
HzApplications\Tractors\XTRAB\Task\XTRAB_CmdTask.h,29
HzApplications\Tractors\XTRAB\Task\XTRAB_MillingForceTask.h,25
HzApplications\Tractors\XTRAB\Task\XTRAB_MotorManTask.h,32
HzApplications\Tractors\XTRAB\Task\XTRAB_MotorTask.h,46
HzApplications\Tractors\XTRAB\Task\XTRAB_SequenceModule.cpp,56
HzApplications\Tractors\XTRAB\Task\XTRAB_SolTask.h,46
HzApplications\Tractors\XTRAB\XTRABSimUI\SliderEditBoxCtl.cs,141
HzApplications\Ultrasonics\Common\Acquisition\USIT_ToolControlTask_Start.h,56
HzApplications\Ultrasonics\Common\Acquisition\USIT_ToolControlTask_StartMotorBase.h,22
HzApplications\Ultrasonics\Common\Acquisition\USIT_ToolControlTask_StopMotor.h,61
HzApplications\Ultrasonics\Common\Acquisition\USIT_ToolControlTask_StopTachy.h,56
HzApplications\Ultrasonics\Common\Acquisition\USIT_ToolControlTask_Tachy.h,67
HzApplications\Ultrasonics\Common\BER\USIT_BERManagementTaskImpl.cpp,30
HzApplications\Ultrasonics\Common\BER\USIT_BERManagementTaskImpl.h,68
HzApplications\Ultrasonics\Common\BER\USIT_BERViewerTask.cpp,30
HzApplications\Ultrasonics\Common\BER\USIT_BERViewerTask.h,64
HzApplications\Ultrasonics\Common\Common\USIT_Util.cpp,258
HzApplications\Ultrasonics\Common\Common\USITHardware.h,30
HzApplications\Ultrasonics\Common\Common\USITSoftware.h,70
HzApplications\Ultrasonics\Common\Computation\USIT_DfModule_CFVLCompute.cpp,7
HzApplications\Ultrasonics\Common\Equipment\USIT_ParameterModule_ComputParam.cpp,14
HzApplications\Ultrasonics\Common\Equipment\USIT_ParameterModule_DisableToolWarning.cpp,13
HzApplications\Ultrasonics\Common\Equipment\USIT_Tool.cpp,132
HzApplications\Ultrasonics\Common\Equipment\USIT_ToolElement_ECH_MRA.cpp,23
HzApplications\Ultrasonics\Common\Equipment\USIT_ToolElement_ECH_MTA.cpp,23
HzApplications\Ultrasonics\Common\Equipment\USIT_ToolElement_ECH_TRA.cpp,12
HzApplications\Ultrasonics\Common\Equipment\USIT_ToolElement_USRS_A.cpp,12
HzApplications\Ultrasonics\Common\Equipment\USIT_ToolElement_USRS_B.cpp,12
HzApplications\Ultrasonics\Common\Equipment\USIT_ToolElement_USRS_C.cpp,12
HzApplications\Ultrasonics\Common\Equipment\USIT_ToolElement_USRS_D.cpp,12
HzApplications\Ultrasonics\Common\TnD\USIT_TnDTask_USACAutotestImpl.h,45
HzApplications\Ultrasonics\Common\TnD\USIT_USICTnDEl1Test.cpp,9
HzApplications\Ultrasonics\Common\TnD\USIT_USICTnDEl1Test.h,34
HzApplications\Ultrasonics\Common\TnD\USIT_USICTnDEMEXTestBase.cpp,7
HzApplications\Ultrasonics\Common\TnD\USIT_USICTnDEMEXTestBase.h,34
HzApplications\Ultrasonics\Common\TnD\USIT_USICTnDGroup3Tests_Base.cpp,9
HzApplications\Ultrasonics\Common\TnD\USIT_USICTnDGroup3Tests_Base.h,42
HzApplications\Ultrasonics\Common\TnD\USIT_USICTnDMOTVTest.cpp,7
HzApplications\Ultrasonics\Common\TnD\USIT_USICTnDMOTVTest.h,38
HzApplications\Ultrasonics\Common\TnD\USIT_USICTnDTests_Base.h,45
HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\USITVerticalResolutionReader.cs,18
HzApplications\Ultrasonics\CommonUSIIBC\Acquisition\USI_WizardTask_PredictEcho.cpp,10
HzApplications\Ultrasonics\CommonUSIIBC\Acquisition\USIIBC_AcqModule.cpp,9
HzApplications\Ultrasonics\CommonUSIIBC\Acquisition\USIIBC_ToolControlTask_SetLogPassObjective.cpp,15
HzApplications\Ultrasonics\CommonUSIIBC\Common\USIIBCSoftware.h,171
HzApplications\Ultrasonics\CommonUSIIBC\Computation\USI_DfModule_SimpleProc.cpp,22
HzApplications\Ultrasonics\CommonUSIIBC\Computation\USIIBC_Computation_ICE.cpp,32
HzApplications\Ultrasonics\CommonUSIIBC\Computation\USIIBC_Computation_TCube_Base.cpp,191
HzApplications\Ultrasonics\CommonUSIIBC\Computation\USIIBC_DfModule_ErbkImage.cpp,21
HzApplications\Ultrasonics\CommonUSIIBC\Computation\USIIBC_DfModule_RemoveFlaggedData.cpp,56
HzApplications\Ultrasonics\CommonUSIIBC\Computation\USIIBC_DfModule_RemoveFlaggedData.h,35
HzApplications\Ultrasonics\CommonUSIIBC\Computation\USIIBC_DfModule_UnpackerImpl.h,24
HzApplications\Ultrasonics\CommonUSIIBC\Computation\USIIBC_TCubeCasingTubingInputCheck.cpp,8
HzApplications\Ultrasonics\CommonUSIIBC\Computation\USIIBC_TCubeWindowsInputCheck.cpp,18
HzApplications\Ultrasonics\CommonUSIIBC\Computation\USIIBC_Util_TCube.cpp,28
HzApplications\Ultrasonics\CommonUSIIBC\Computation\USIIBC_Util_TCube_UDIRecompressProcessor.cpp,34
HzApplications\Ultrasonics\CommonUSIIBC\Equipment\USIIBC_ToolElement_USI_Transducer.cpp,22
HzApplications\Ultrasonics\CommonUSIIBC\Simulation_UI\USIT_USIIBC_SimulationUICtl\USIIBC_SimUICtl.cs,227
HzApplications\Ultrasonics\ConversionModule\USIT_ConversionModuleUnitTest_GTest\USIT_DLISCustomWriteModuleUnitTest.cpp,16
HzApplications\Ultrasonics\ConversionModule\USIT_DLISCustomWriteModule.cpp,12
HzApplications\Ultrasonics\CustomUI\Common\USIT_GridControl_OneZone.cs,47
HzApplications\Ultrasonics\CustomUI\Common\USIT_LgPlugin_OneZoneCore.cs,47
HzApplications\Ultrasonics\CustomUI\FPMChecker\USIIBC_CustomUI_FPMChecker.cs,8
HzApplications\Ultrasonics\CustomUI\FPMPlugin\USIT_FPMCustomUI_Server.cs,37
HzApplications\Ultrasonics\CustomUI\FPMPlugin\USIT_GridControl_FPMPlugin.cs,268
HzApplications\Ultrasonics\CustomUI\FPMPlugin\USIT_LgPlugin_FPMZoningCore.cs,97
HzApplications\Ultrasonics\CustomUI\FPMPlugin\USIT_LgPlugin_HZMD.cs,8
HzApplications\Ultrasonics\CustomUI\GraphLine\USIIBC_LgPlugin_GraphLine.cs,8
HzApplications\Ultrasonics\CustomUI\GraphLine\USIT_GridControl_GraphLine.cs,214
HzApplications\Ultrasonics\CustomUI\GraphLine\USIT_LgPlugin_GraphLine.cs,92
HzApplications\Ultrasonics\CustomUI\GraphLine\USIT_UIServer_GraphLine.cs,37
HzApplications\Ultrasonics\CustomUI\IBCCalibration\IBC_CustomUI_Calibration.cs,9
HzApplications\Ultrasonics\CustomUI\IBCSpecificColorScale\IBC_CustomUI_SpecificColorScale.cs,8
HzApplications\Ultrasonics\CustomUI\PredictedEcho\UBI_CustomUI_PredictEcho.cs,174
HzApplications\Ultrasonics\CustomUI\PredictedEcho\UCI_CustomUI_PredictEcho.cs,283
HzApplications\Ultrasonics\CustomUI\PredictedEcho\USI_CustomUI_PredictEcho.cs,262
HzApplications\Ultrasonics\CustomUI\USIT_CustomUIUnitTest_MSTest\Common\USIT_ModuleTaskManagerUnitTest.cs,16
HzApplications\Ultrasonics\CustomUI\USIT_CustomUIUnitTest_MSTest\FPMPlugin\USIT_LgPlugin_HFVLCoreTestable.cs,9
HzApplications\Ultrasonics\CustomUI\USIT_CustomUIUnitTest_MSTest\FPMPlugin\USIT_LgPlugin_HFVLUnitTest.cs,8
HzApplications\Ultrasonics\CustomUI\USIT_CustomUIUnitTest_MSTest\GraphLine\USIT_LgPlugin_GraphLineTestable.cs,9
HzApplications\Ultrasonics\CustomUI\USIT_CustomUIUnitTest_MSTest\GraphLine\USIT_LgPlugin_GraphLineUnitTest.cs,8
HzApplications\Ultrasonics\CustomUI\USIT_CustomUIUnitTest_MSTest\Preview\IBC_XYZPlot_UserControlUnitTest.cs,20
HzApplications\Ultrasonics\CustomUI\WinbWinePlugin\USIT_LgPlugin_WINBWINE.cs,12
HzApplications\Ultrasonics\IBC\Acquisition\IBC_AcqModule.h,10
HzApplications\Ultrasonics\IBC\Acquisition\IBC_FramesDefinition.h,24
HzApplications\Ultrasonics\IBC\Acquisition\IBC_SFTCalibrationHTMLReportBuilder.cpp,18
HzApplications\Ultrasonics\IBC\Acquisition\IBC_ToolControlTask_SetLogPassObjective.cpp,45
HzApplications\Ultrasonics\IBC\Computation\IBC_Computation_ICE.cpp,32
HzApplications\Ultrasonics\IBC\Computation\IBC_DfComputation_Processing.cpp,7
HzApplications\Ultrasonics\IBC\Computation\IBC_DfModule_Annulus.cpp,9
HzApplications\Ultrasonics\IBC\Computation\IBC_DfModule_ICE_Flexural.cpp,32
HzApplications\Ultrasonics\IBC\Computation\IBC_DfModule_VDLFar.cpp,9
HzApplications\Ultrasonics\IBC\Equipment\IBC_ToolElement_EMIT_Transducer.cpp,15
HzApplications\Ultrasonics\IBC\Equipment\IBC_ToolElement_FAR_Transducer.cpp,15
HzApplications\Ultrasonics\IBC\Equipment\IBC_ToolElement_NEAR_Transducer.cpp,15
HzApplications\Ultrasonics\IBC\Equipment\IBC_ToolElement_USI_Transducer.cpp,16
HzApplications\Ultrasonics\IBC\Simulation\IBC_SimModule.h,7
HzApplications\Ultrasonics\IBC\USIT_IBCUnitTest_GTest\IBC_AcqModuleCommandSequenceUnitTest.cpp,1914
HzApplications\Ultrasonics\IBC\USIT_IBCUnitTest_GTest\IBC_AcqModuleUnitTest.cpp,34
HzApplications\Ultrasonics\IBC\USIT_IBCUnitTest_GTest\IBC_Computation_ICE_CFVL_UnitTest.cpp,14
HzApplications\Ultrasonics\IBC\USIT_IBCUnitTest_GTest\IBC_Computation_ICE_CZMDUnitTest.cpp,8
HzApplications\Ultrasonics\IBC\USIT_IBCUnitTest_GTest\IBC_Computation_ICEUnitTest.cpp,28
HzApplications\Ultrasonics\IBC\USIT_IBCUnitTest_GTest\IBC_DFModule_BlockProcUnitTest.cpp,22
HzApplications\Ultrasonics\IBC\USIT_IBCUnitTest_GTest\IBC_DFModule_FlexuralAttenuationUnitTest.cpp,51
HzApplications\Ultrasonics\IBC\USIT_IBCUnitTest_GTest\IBC_DfModule_PreviewImplUnitTest.cpp,100
HzApplications\Ultrasonics\IBC\USIT_IBCUnitTest_GTest\IBC_DFModule_VDLFarUnitTest.cpp,52
HzApplications\Ultrasonics\IBC\USIT_IBCUnitTest_GTest\IBC_SimModuleTestable.h,11
HzApplications\Ultrasonics\IBC\USIT_IBCUnitTest_GTest\IBC_SimModuleUnitTest.cpp,28
HzApplications\Ultrasonics\IBC\USIT_IBCUnitTest_GTest\IBC_ToolElement_USI_TransducerUnitTest.cpp,10
HzApplications\Ultrasonics\UBI\Acquisition\UBI_AcqModule.cpp,10
HzApplications\Ultrasonics\UBI\Acquisition\UBI_ToolControlTask_SetLogPassObjective.cpp,16
HzApplications\Ultrasonics\UBI\Acquisition\UBI_WizardTask_PredictEcho.cpp,10
HzApplications\Ultrasonics\UBI\Common\UBIHardware.h,12
HzApplications\Ultrasonics\UBI\Common\UBISoftware.h,42
HzApplications\Ultrasonics\UBI\Computation\UBI_DfModule_Ecce.cpp,12
HzApplications\Ultrasonics\UBI\Computation\UBI_DfModule_Hole_Shape.cpp,9
HzApplications\Ultrasonics\UBI\Computation\UBI_DfModule_Image.cpp,9
HzApplications\Ultrasonics\UBI\Computation\UBI_DfModule_Noise.cpp,10
HzApplications\Ultrasonics\UBI\Computation\UBI_DfModule_Overspeed.cpp,24
HzApplications\Ultrasonics\UBI\Computation\UBI_DfModule_Pnoise.cpp,10
HzApplications\Ultrasonics\UBI\Computation\UBI_DfModule_TT_Amp.cpp,53
HzApplications\Ultrasonics\UBI\Equipment\UBI_ParameterModule_Resol.cpp,14
HzApplications\Ultrasonics\UBI\Equipment\UBI_ToolElement_Transducer.cpp,49
HzApplications\Ultrasonics\UBI\Simulation_UI\UBI_SimUICtl.cs,218
HzApplications\Ultrasonics\UBI\USIT_UBIUnitTest_GTest\UBI_DfModule_EcceUnitTest.cpp,26
HzApplications\Ultrasonics\UBI\USIT_UBIUnitTest_GTest\UBI_SimModuleTestable.h,19
HzApplications\Ultrasonics\UBI\USIT_UBIUnitTest_GTest\UBI_SimModuleUnitTest.cpp,10
HzApplications\Ultrasonics\UCI\Acquisition\UCI_AcqModule.cpp,10
HzApplications\Ultrasonics\UCI\Acquisition\UCI_WizardTask_PredictEcho.cpp,10
HzApplications\Ultrasonics\UCI\Common\UCISoftware.h,42
HzApplications\Ultrasonics\UCI\Computation\UCI_DfModule_CFVLCompute.cpp,7
HzApplications\Ultrasonics\UCI\Computation\UCI_DfModule_Medfilter.cpp,7
HzApplications\Ultrasonics\UCI\Computation\UCI_DfModule_Overspeed.cpp,24
HzApplications\Ultrasonics\UCI\Computation\UCI_DfModule_TT_Amp.cpp,53
HzApplications\Ultrasonics\UCI\Equipment\UCI_ParameterModule_Resol.cpp,18
HzApplications\Ultrasonics\UCI\Equipment\UCI_ToolElement_Transducer.cpp,49
HzApplications\Ultrasonics\UCI\Simulation_UI\UCI_SimUICtl.cs,124
HzApplications\Ultrasonics\UCI\USIT_UCIUnitTest_GTest\UCI_SimModuleTestable.h,10
HzApplications\Ultrasonics\UCI\USIT_UCIUnitTest_GTest\UCI_SimModuleUnitTest.cpp,10
HzApplications\Ultrasonics\USI\Acquisition\USI_AcqModule.cpp,19
HzApplications\Ultrasonics\USI\Acquisition\USI_AcqModule.h,10
HzApplications\Ultrasonics\USI\Acquisition\USI_ToolControlTask_SetLogPassObjective.cpp,44
HzApplications\Ultrasonics\USI\Computation\USI_DfModule_FPMProcess.cpp,28
HzApplications\Ultrasonics\USI\Equipment\USI_ToolElement_Transducer.cpp,16
HzApplications\Ultrasonics\USI\GraphicsModule\USI.cpp,27
HzApplications\Ultrasonics\USI\Simulation\USI_SimModule.h,7
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USI_Computation_ICE_CZMDUnitTest.cpp,8
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USI_DfModule_ICEPreviewImplUnitTest.cpp,10
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USI_ParameterModule_FVEL_SelUnitTest.cpp,14
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USI_SimModuleTestable.h,20
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USI_SimModuleUnitTest.cpp,10
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USI_ToolControlTask_StartMotorCaliUnitTest.cpp,57
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USI_ToolControlTask_StartMotorMeaUnitTest.cpp,57
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USI_ToolElement_TransducerUnitTest.cpp,10
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USIIBC_AcqModule_RawWaveforms.h,36
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USIIBC_DfModule_ErbkImageUnitTest.cpp,112
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USIIBC_DfModule_RemoveFlaggedDataTestable.h,10
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USIIBC_DfModule_RemoveFlaggedDataUnitTest.cpp,510
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USIIBC_DfModule_RPlus_AcousticImpedanceTestable.h,11
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USIIBC_DfModule_RPlus_Mud_RawTestable.h,11
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USIIBC_DfModule_RPlus_MudTestable.h,11
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USIIBC_DfModule_RPlus_PostProcessingTestable.h,11
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USIIBC_ParameterModule_ResolUnitTest.cpp,48
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USIT_AcqModuleImplUnitTest.cpp,42
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USIT_DfModule_PreviewImplUnitTest.cpp,16
HzApplications\Ultrasonics\USI\USIT_USIUnitTest_GTest\USIT_UtilUnitTest.cpp,22
HzApplications\Ultrasonics\USIT_CustomTables\CustomTableProperty.cs,218
HzApplications\Ultrasonics\USIT_WaveformViewer\ManageDscCollection.cs,8
HzApplications\Ultrasonics\USIT_WaveformViewer\USIT_WaveformViewerUnitTest_MSTest\WvIBC_TMUnitTest.cs,20
HzApplications\Ultrasonics\USIT_WaveformViewer\USIT_WaveformViewerUnitTest_MSTest\WvUBI_TMUnitTest.cs,12
HzApplications\Ultrasonics\USIT_WaveformViewer\USIT_WaveformViewerUnitTest_MSTest\WvUCI_TMUnitTest.cs,12
HzApplications\Ultrasonics\USIT_WaveformViewer\USIT_WaveformViewerUnitTest_MSTest\WvUSI_TMUnitTest.cs,20
HzApplications\Ultrasonics\USIT_WaveformViewer\USIT_WaveformViewerUnitTest_MSTest\WvUSIT_TMUnitTest.cs,14
HzApplications\VPWD\Equipment\VPWD_Tool.cpp,19
HzApplications\WaveformViewer\ViewerUIP\OpenFileDialogComponent.cs,113
HzApplications\WaveformViewer\ViewerUIP\WVOpenFileDialog.cs,22
HzApplications\WDIS\Common\WDISChannels.h,12
HzApplications\WDIS\Common\WDISDpointCatalog.cpp,25
HzApplications\WPGRT\Equipment\MSGR_Tool.cpp,30
HzApplications\WPGRT\Equipment\MSGR_ToolElement_MSGRC.cpp,23
HzApplications\WPGRT\Equipment\WPGRT_Tool.cpp,30
HzApplications\WPGRT\Equipment\WPGRT_ToolElement_WPGRC.cpp,23
HzApplications\WPGRT\Simulation_UI\WPGRT_SimUI.cs,16
HzApplications\WXT\Common\WXT_WITMReg.h,26
HzApplications\WXT\Equipment\WXT_Tool.cpp,33
HzApplications\WXT\Parameter\WXT_ParamModule_SetToolSwitchStatus.cpp,24
HzApplications\WXT\Tasks\WXT_ToolPowerControl_Task.cpp,36
HzApplications\WXT\Tasks\WXT_ToolPowerControl_Task.h,54
HzApplications\WXT\WXT_GTest\Mocks\ISlbToolFwkMock.h,8
HzApplications\XPT\SimulationUIBaseClass\SliderEditBox.cs,66
HzApplications\XPT\XPT\Acquisition\XPT_XPCCAcqModule.cpp,16
HzApplications\XPT\XPT\Calibration\XPT_BankCheck_Task.cpp,11
HzApplications\XPT\XPT\Calibration\XPT_BER_TaskImpl.cpp,127
HzApplications\XPT\XPT\Calibration\XPT_BER_TaskImpl.h,46
HzApplications\XPT\XPT\Calibration\XPT_BERSeqModule.cpp,21
HzApplications\XPT\XPT\Calibration\XPT_CodeDownLoad_Task.cpp,10
HzApplications\XPT\XPT\Calibration\XPT_Motor_Controller_BER_Task.cpp,129
HzApplications\XPT\XPT\Calibration\XPT_Motor_Controller_BER_Task.h,7
HzApplications\XPT\XPT\Calibration\XPT_Motors_CoeffReadFileTask.cpp,11
HzApplications\XPT\XPT\Calibration\XPT_Motors_SeqModule.cpp,21
HzApplications\XPT\XPT\Calibration\XPT_QD_CoeffReadWriteSlbTask.cpp,36
HzApplications\XPT\XPT\Calibration\XPT_QD_CoeffReadWriteSlbTask.h,10
HzApplications\XPT\XPT\Calibration\XPT_QD_CoeffReadWriteTask.cpp,57
HzApplications\XPT\XPT\Calibration\XPT_QD_CoeffReadWriteTask.h,10
HzApplications\XPT\XPT\Calibration\XPT_QD_CoeffTask.cpp,15
HzApplications\XPT\XPT\Calibration\XPT_QDFileReader.cpp,25
HzApplications\XPT\XPT\Calibration\XPT_WriteTERModule.cpp,17
HzApplications\XPT\XPT\Calibration\XPT_XPCC_BER_Viewer.cpp,85
HzApplications\XPT\XPT\Calibration\XPT_XPCC_BER_Viewer.h,45
HzApplications\XPT\XPT\Calibration\XPT_XPCC_BERSeqModule.cpp,18
HzApplications\XPT\XPT\Calibration\XPT_XPMC_BER_GroupTask.cpp,17
HzApplications\XPT\XPT\Calibration\XPT_XPMC_BER_Viewer.cpp,100
HzApplications\XPT\XPT\Calibration\XPT_XPMC_BER_Viewer.h,45
HzApplications\XPT\XPT\Common\XPT_ToolStringInfo.cpp,16
HzApplications\XPT\XPT\Common\XPT_XPCC_Frame.h,196
HzApplications\XPT\XPT\Computation\Sapphire_DynCompensation.cpp,11
HzApplications\XPT\XPT\Computation\XPT_CQG_Computation.cpp,9
HzApplications\XPT\XPT\Computation\XPT_CQG_DynCompensation.h,20
HzApplications\XPT\XPT\Computation\XPT_CQG_PressureDT.h,8
HzApplications\XPT\XPT\Computation\XPT_CQG_TemperatureDT.h,13
HzApplications\XPT\XPT\Computation\XPT_Derivative_Computation.h,28
HzApplications\XPT\XPT\Computation\XPT_Q_BuildupType.h,7
HzApplications\XPT\XPT\Computation\XPT_Q_PressureDT1.h,13
HzApplications\XPT\XPT\Computation\XPT_Q_PressureDT2.h,13
HzApplications\XPT\XPT\Computation\XPT_QD_Correction.cpp,9
HzApplications\XPT\XPT\Computation\XPT_Sapphire_BuildupType.h,7
HzApplications\XPT\XPT\Computation\XPT_Sapphire_PresDT2.h,13
HzApplications\XPT\XPT\Computation\XPT_Sapphire_PressureDT.h,8
HzApplications\XPT\XPT\Computation\XPT_Sapphire_PressureDT1.h,13
HzApplications\XPT\XPT\Equipment\XPT_HPAMSA_Segment.cpp,18
HzApplications\XPT\XPT\Equipment\XPT_HPCCA_Element.cpp,11
HzApplications\XPT\XPT\Equipment\XPT_HPMC_Element.cpp,72
HzApplications\XPT\XPT\Equipment\XPT_Sapphire_Element.cpp,13
HzApplications\XPT\XPT\Equipment\XPT_XPAMSBA_Segment.cpp,32
HzApplications\XPT\XPT\Equipment\XPT_XPCCA_Element.cpp,21
HzApplications\XPT\XPT\Equipment\XPT_XPCCC_Element.cpp,21
HzApplications\XPT\XPT\Equipment\XPT_XPMC_Element.cpp,86
HzApplications\XPT\XPT\FPT\Equipment\XPT_FPAMSA_Segment.cpp,32
HzApplications\XPT\XPT\FPT\Equipment\XPT_FPMC_Element.cpp,63
HzApplications\XPT\XPT\MRLN\Acquisition\MXES_SamplingCracker.h,10
HzApplications\XPT\XPT\MRLN\Common\HADV_Hardware.h,19
HzApplications\XPT\XPT\MRLN\Common\HADV_Software.h,26
HzApplications\XPT\XPT\MRLN\Equipment\MRLN_PumpFlowlineElement.cpp,13
HzApplications\XPT\XPT\MRLN\Equipment\MXES_Element.cpp,8
HzApplications\XPT\XPT\MRLN\Simulation\HADV_SimData.cpp,26
HzApplications\XPT\XPT\MRLN\Simulation\HADV_SimData.h,35
HzApplications\XPT\XPT\Simulation\XPCC_BER_TER_Constants.h,15
HzApplications\XPT\XPT\Simulation\XPMC_BER_TER_Constants.h,90
HzApplications\XPT\XPT\ToolControl\XPT_AutoRetractTask.cpp,9
HzApplications\XPT\XPT\ToolControl\XPT_eWafeRegulateVoltageTask.h,39
HzApplications\XPT\XPT\ToolControl\XPT_eWafeRegVoltageSeqModule.cpp,10
HzApplications\XPT\XPT\ToolControl\XPT_FillAccumulatorTask.cpp,12
HzApplications\XPT\XPT\ToolControl\XPT_PretestSeqMod.cpp,27
HzApplications\XPT\XPT\ToolControl\XPT_PretestTask.cpp,61
HzApplications\XPT\XPT\ToolControl\XPT_PretestTask.h,11
HzApplications\XPT\XPT\ToolControl\XPT_RetractTask.cpp,61
HzApplications\XPT\XPT\ToolControl\XPT_RetractTask.h,11
HzApplications\XPT\XPT\ToolControl\XPT_RevPretestSeqMod.cpp,27
HzApplications\XPT\XPT\ToolControl\XPT_RevPretestTask.cpp,44
HzApplications\XPT\XPT\ToolControl\XPT_RevPretestTask.h,11
HzApplications\XPT\XPT\ToolControl\XPT_SetTask.cpp,27
HzApplications\XPT\XPT\ToolControl\XPT_SetTask.h,11
HzApplications\XPT\XPT\ToolControl\XPT_XPMC_SendPressureCmdSeqMod.cpp,9
HzApplications\XPT\XPTUnitTest_GTest\UnitTests\BottleStatusModuleTest.cpp,7
HzApplications\XPT\XPTUnitTest_GTest\UnitTests\HADV_SmoothingTest.cpp,32
HzApplications\XPT\XPTUnitTest_GTest\UnitTests\MRLN_SolenoidArrayTest.cpp,24
HzApplications\XPT\XPTUnitTest_GTest\UnitTests\MXES_ElementTest.cpp,7
HzApplications\XPT\XPTUnitTest_GTest\UnitTests\MXES_SamplingToolSimulatorTest.cpp,71
HzApplications\XPT\XPTUnitTest_GTest\UnitTests\XPMC_MaintenanceTest.cpp,40
HzApplications\XPT\XPTUnitTest_GTest\UnitTests\XPT_ToolControlUtilityTest.cpp,46
HzAutoTest\DigitalDeliverablesTestFramework\CMDWitsCompare\WitsExpert.cs,18
HzAutoTest\DigitalDeliverablesTestFramework\CMDWitsCompare\WitsParser.cs,7
HzAutoTest\DigitalDeliverablesTestFramework\CMDWitsCompare\WitsRecord.cs,26
HzAutoTest\DigitalDeliverablesTestFramework\DDTestCommon\DirectoryMgr.cs,24
HzAutoTest\DigitalDeliverablesTestFramework\DDTestCommon\PrepareEnvironment\DirectoryMgr.cs,24
HzAutoTest\DigitalDeliverablesTestFramework\DDTestUtility\TestCase\BasicTestCase.cs,9
HzAutoTest\DigitalDeliverablesTestFramework\DDTestUtility\TestCase\DlisTestCase.cs,32
HzAutoTest\DigitalDeliverablesTestFramework\DDTestUtility\TestCase\TestCase.cs,41
HzAutoTest\DigitalDeliverablesTestFramework\DDTestUtility\TestCase\Witsml\WitsmlSurveyTestCaseBuilder.cs,12
HzAutoTest\DigitalDeliverablesTestFramework\DDTestUtility\TestCase\Witsml\WitsmlTestCase.cs,7
HzAutoTest\DigitalDeliverablesTestFramework\DDTestUtility\TestCase\Witsml\WitsmlTestCaseBuilder.cs,12
HzAutoTest\DigitalDeliverablesTestFramework\DDTestUtility\TestCase\Witsml\WitsmlWriter2TestCase.cs,7
HzAutoTest\DigitalDeliverableTemplatePropertyAutoTest\BaseTest\PublisherTest.cs,8
HzAutoTest\DigitalDeliverableTemplatePropertyAutoTest\BaseTest\PublishTest.cs,8
HzAutoTest\GraphicalComponentAutoTest\HzPrintSetting.cs,33
HzAutoTest\Simulator\WLSimulatorHelper.cs,149
HzAutoTest\TestTools\AKT\test\AKTContextManager.cpp,23
HzAutoTest\TestTools\AKT\TnD\AKT_ACQTnDTask.cpp,15
HzAutoTest\TestTools\AKT\TnD\AKT_ACQTnDTask.h,12
HzAutoTest\TestTools\AKT\TnD\AKT_TnDAccumSubTask.cpp,47
HzAutoTest\TestTools\AKT\TnD\AKT_TnDAccumSubTask.h,9
HzAutoTest\TestTools\AKT\TnD\AKT_TnDAccumTask.cpp,47
HzAutoTest\TestTools\AKT\TnD\AKT_TnDAccumTask.h,9
HzAutoTest\TestTools\AKT\TnD\AKT_TnDShopSubTask.cpp,15
