Project Name,Checkpoint Name,Created On,File Name,Lines,Statements,Percent Comment Lines,Percent Documentation Lines,"Classes, Interfaces, Structs",Methods per Class,Calls per Method,Statements per Method,Line Number of Most Complex Method*,Name of Most Complex Method*,Maximum Complexity*,Line Number of Deepest Block,Maximum Block Depth,Average Block Depth,Average Complexity*,Statements at block level 0,Statements at block level 1,Statements at block level 2,Statements at block level 3,Statements at block level 4,Statements at block level 5,Statements at block level 6,Statements at block level 7,Statements at block level 8,Statements at block level 9
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Beans\ToolString\ToolSegmentConnectionModule.cs,65,51,0.0,0.0,1,13.00,0.08,1.46,48,ToolSegmentConnectionModule.Equals(IValidable other),2,11,2,1.47,1.05,7,13,31,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Beans\ToolString\ToolString.cs,47,21,0.0,0.0,1,6.00,0.17,1.50,30,ToolString.Equals(IValidable other),2,12,2,1.19,1.17,5,7,9,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Beans\ToolString\ToolStringConnection.cs,47,23,0.0,0.0,1,6.00,0.17,1.50,32,ToolStringConnection.Equals(IValidable other),2,14,2,1.13,1.17,6,8,9,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Beans\ToolString\ToolStringConType.cs,7,2,0.0,0.0,0,0.00,0.00,0.00,,,0,2,0,0.00,0.00,2,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Beans\ToolString\ToolStringModule.cs,101,76,0.0,0.0,1,15.00,0.13,2.07,34,ToolStringModule.ToolStringModule(t_Tool_String_Conn dbToolStringCon),5,14,3,1.66,1.33,10,17,38,11,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Calibration\CatAccumulationStatValidator.cs,44,24,0.0,0.0,1,5.00,1.20,2.00,31,"CatAccumulationStatValidator.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",2,37,3,1.17,1.20,9,5,7,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Calibration\CatAccumulationUsgValidator.cs,70,41,0.0,0.0,1,6.00,1.67,4.00,56,"CatAccumulationUsgValidator.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",3,40,3,1.46,1.50,11,6,18,6,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Calibration\CatAccumulationValidtor.cs,49,27,0.0,0.0,1,5.00,1.60,2.60,36,"CatAccumulationValidtor.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",2,42,3,1.26,1.20,9,5,10,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Calibration\CatCalibration.cs,25,12,0.0,0.0,1,3.00,0.67,1.00,10,CatCalibration.GetPrimaryGuid(),1,12,2,0.83,1.00,5,4,3,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Calibration\CatCalibrationCoeffValueValidator.cs,49,28,0.0,0.0,1,4.00,1.75,3.25,31,"CatCalibrationCoeffValueValidator.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",3,42,3,1.18,1.50,11,4,10,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Calibration\CatCalibrationComputation.cs,19,9,0.0,0.0,1,2.00,0.00,1.00,10,CatCalibrationComputation.GetUniqKey(),1,12,2,0.78,1.00,4,3,2,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Calibration\CatCalibrationCompValidator.cs,60,34,0.0,0.0,1,5.00,1.40,3.40,45,"CatCalibrationCompValidator.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",2,51,3,1.24,1.20,12,5,14,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Calibration\CatCalibrationValidator.cs,50,29,2.0,0.0,1,4.00,1.75,3.00,38,"CatCalibrationValidator.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",2,43,3,1.07,1.25,13,4,9,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Calibration\Beans\CatAccumulation.cs,35,16,0.0,0.0,1,5.00,0.00,1.00,10,CatAccumulation.Equals(IValidable other),1,12,2,1.00,1.00,5,6,5,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Calibration\Beans\CatAccumulationStat.cs,35,16,0.0,0.0,1,5.00,0.00,1.00,10,CatAccumulationStat.Equals(IValidable other),1,12,2,1.00,1.00,5,6,5,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Calibration\Beans\CatAccumulationUsg.cs,36,16,0.0,0.0,1,5.00,0.00,1.00,10,CatAccumulationUsg.Equals(IValidable other),1,12,2,1.00,1.00,5,6,5,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Calibration\Beans\CatCalibration.cs,82,44,0.0,0.0,1,5.00,2.40,5.60,24,CatCalibration.GetUniqKey(),6,44,4,1.68,2.20,10,6,20,4,4,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Calibration\Beans\CatCalibrationCoeffValue.cs,57,23,0.0,0.0,1,5.00,0.20,1.80,49,CatCalibrationCoeffValue.Equals(IValidable other),2,31,2,1.09,1.20,7,7,9,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Calibration\Beans\CatCalibrationComputation.cs,39,19,0.0,0.0,1,5.00,0.00,1.40,12,CatCalibrationComputation.TrySetDbObject(EFObject inputObject),2,14,2,1.05,1.20,6,6,7,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\EquipmentTypeHelper.cs,24,11,0.0,0.0,1,1.00,0.00,7.00,7,EquipmentTypeHelper.Next(this EquipmentType current),4,11,3,1.64,4.00,3,1,4,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\IDelivData.cs,10,5,0.0,0.0,1,0.00,0.00,0.00,,,0,1,0,0.00,0.00,5,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\IMultiOutKeyValidatable.cs,10,5,0.0,0.0,1,0.00,0.00,0.00,,,0,1,0,0.00,0.00,5,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\IValidable.cs,15,9,0.0,0.0,1,0.00,0.00,0.00,,,0,1,0,0.00,0.00,9,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\OneDimensionValidationPairExt.cs,23,11,0.0,0.0,1,3.00,1.67,1.00,9,OneDimensionValidationPairExt.TargetPrimeKeyGuid(),1,11,2,0.91,1.00,4,4,3,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\ReportManager.cs,44,22,0.0,0.0,1,4.00,1.25,3.00,32,"ReportManager.ReportError(ILog logger,string msg)",3,27,3,1.59,1.75,3,7,8,4,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\ValidationExp.cs,64,35,0.0,0.0,1,4.00,3.75,6.75,33,"ValidationExp.ExpEqual(this ILog logger, string msg, string exp, string actual)",8,43,4,2.06,4.00,4,4,17,6,4,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\ValidationPair.cs,21,14,0.0,0.0,1,4.00,0.25,0.75,7,ValidationPair.ToString(),1,7,2,1.29,1.00,3,4,7,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\ValidationPairExt.cs,30,14,0.0,0.0,1,4.00,2.00,1.00,11,ValidationPairExt.ToString(),1,13,2,0.93,1.00,5,5,4,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\ValidPair.cs,24,13,0.0,0.0,1,3.00,0.00,1.33,8,ValidPair.Right.get(),1,16,3,1.46,1.00,2,5,4,2,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\ComparePair\AllPassPair.cs,23,10,0.0,0.0,1,3.00,0.67,0.67,9,"AllPassPair.Pass(Func<ValidPair, bool> function)",1,15,2,0.70,1.00,5,3,2,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\ComparePair\AnyPassPair.cs,14,6,0.0,0.0,1,1.00,2.00,1.00,8,"AnyPassPair.Pass(Func<ValidPair, bool> function)",1,10,2,0.50,1.00,4,1,1,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\ComparePair\BasicComparePair.cs,21,10,0.0,0.0,1,3.00,0.33,0.67,10,BasicComparePair.Count(),1,12,2,0.80,1.00,4,4,2,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\ComparePair\MultiInstancePair.cs,35,17,0.0,0.0,1,2.00,3.00,5.50,8,"MultiInstancePair.MultiInstancePair(IList<IValidable> leftList, IList<IValidable> rightList)",3,15,4,2.00,2.00,4,2,3,6,2,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\ComparePair\OnePassPair.cs,19,8,0.0,0.0,1,2.00,0.50,1.00,9,"OnePassPair.Pass(Func<ValidPair, bool> function)",1,11,2,0.88,1.00,3,3,2,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\ComparePair\ValidableConverter.cs,128,72,0.0,0.0,2,3.50,11.00,8.00,17,"ValidableConverter.ConvertListToPair(IList<IValidable> referenceList, IList<IValidable> targetList, bool printGuids = false)",8,44,4,2.22,2.86,8,8,26,20,10,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\Tree\ILinker.cs,8,4,0.0,0.0,1,0.00,0.00,0.00,,,0,2,0,0.00,0.00,4,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\Tree\INode.cs,15,10,0.0,0.0,1,0.00,0.00,0.00,,,0,1,0,0.00,0.00,10,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\Tree\JobNode.cs,75,45,0.0,0.0,1,5.00,2.80,5.80,49,JobNode.LoadChildren(HzDbEntitiesMock db),6,56,4,1.82,3.00,8,8,15,12,2,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\Tree\LeafNode.cs,12,5,0.0,0.0,1,1.00,1.00,1.00,7,LeafNode.LeafNode(Ensemble ensemble),1,9,2,0.60,1.00,3,1,1,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\Tree\Linker.cs,24,11,0.0,0.0,1,3.00,0.67,1.00,9,Linker.Valid(INode node),1,15,2,1.00,1.00,3,5,3,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\Tree\Node.cs,99,55,0.0,0.0,1,12.00,1.92,2.33,42,Node.LoadChildren(HzDbEntitiesMock db),4,17,3,1.47,1.46,10,15,24,6,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\Tree\RunNode.cs,91,47,3.3,0.0,1,9.00,2.11,2.22,27,RunNode.LoadChildren(HzDbEntitiesMock db),3,32,3,1.38,1.56,12,11,18,6,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\Tree\ToolStringNode.cs,80,39,0.0,0.0,1,10.00,1.30,1.90,43,ToolStringNode.LoadDirectLinkedLeafNodes(HzDbEntitiesMock db),5,35,3,1.44,1.60,9,11,12,7,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Common\Tree\TreeVisitor.cs,37,22,0.0,0.0,1,2.00,9.00,6.50,16,"TreeVisitor.Visit(INode referenceNodePointer, INode targetNodePointer, int level)",3,26,4,1.77,2.00,5,4,6,5,2,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Const\CollectionNameEnum.cs,40,2,0.0,0.0,0,0.00,0.00,0.00,,,0,2,0,0.00,0.00,2,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Const\Const.cs,22,10,0.0,0.0,3,0.00,0.00,0.00,,,0,5,1,0.60,0.00,4,6,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Const\EquipmentType.cs,13,2,0.0,0.0,0,0.00,0.00,0.00,,,0,2,0,0.00,0.00,2,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Const\ToolStringConsts.cs,7,2,0.0,0.0,1,0.00,0.00,0.00,,,0,2,0,0.00,0.00,2,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Const\ToolStringModuleType.cs,7,2,0.0,0.0,0,0.00,0.00,0.00,,,0,2,0,0.00,0.00,2,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Enviroment\DateTimeRange.cs,46,37,0.0,0.0,2,4.00,0.00,0.75,8,DateTimeRange.TargetTimeRange.get(),1,8,3,1.43,1.00,6,13,14,4,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Enviroment\DBClearer.cs,16,9,0.0,0.0,1,1.00,3.00,4.00,8,DBClearer.CLearDB(),1,10,2,1.00,1.00,4,1,4,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Enviroment\HzDbEntitiesMock.cs,386,231,0.0,0.0,1,74.00,0.99,1.01,22,HzDbEntitiesMock.s_Workspace_Equipment_Map.get(),2,22,3,1.93,1.99,7,76,75,73,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Enviroment\ProcessInvoker.cs,55,28,3.6,0.0,1,1.00,11.00,19.00,13,"ProcessInvoker.Run(string fileName, string[] args,bool redirectOutput=true)",4,36,5,2.11,4.00,7,2,8,5,4,2,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Enviroment\ValidationConfiguration.cs,45,23,0.0,0.0,1,5.00,2.00,2.20,26,ValidationConfiguration.Reload(),2,13,3,1.65,1.40,5,5,6,7,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\MsTest\BulkDataReaderTest.cs,20,12,0.0,0.0,1,1.00,3.00,4.00,11,BulkDataReaderTest.TestGetBulk(),1,13,2,0.83,1.00,6,2,4,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\MsTest\CompareAndShowTest.cs,29,19,0.0,0.0,1,1.00,2.00,7.00,15,CompareAndShowTest.Test_Report_Difference(),1,17,2,0.84,1.00,10,2,7,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\MsTest\Properties\AssemblyInfo.cs,36,15,47.2,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Parameter\IntervalSetValidator.cs,49,26,0.0,0.0,1,5.00,1.40,2.20,34,"IntervalSetValidator.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",2,40,3,1.15,1.20,10,5,8,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Parameter\ParameterValidator.cs,56,32,0.0,0.0,1,5.00,2.40,3.40,24,"ParameterValidator.SubLevelValidator(IValidable reference, IValidable target)",3,29,3,1.44,1.60,10,5,10,7,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Parameter\Beans\Ensemble.cs,41,19,0.0,0.0,1,6.00,0.17,1.00,12,Ensemble.Equals(IValidable other),1,14,2,1.00,1.00,6,7,6,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Parameter\Beans\IntervalSet.cs,44,21,0.0,0.0,1,6.00,0.17,1.50,30,IntervalSet.Equals(IValidable other),2,12,2,1.19,1.17,5,7,9,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Parameter\Beans\Parameter.cs,144,66,4.2,0.0,1,9.00,2.44,5.00,84,"Parameter.IsDefaultPropertyValid(string dataType, t_Parameter parameter, ILog logger)",6,122,4,1.76,2.78,10,11,31,13,1,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Parameter\Beans\ParameterLinker.cs,19,8,0.0,0.0,1,2.00,1.00,0.50,9,ParameterLinker.Valid(INode node),1,11,2,0.63,1.00,4,3,1,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Properties\AssemblyInfo.cs,36,15,47.2,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Report\Statistic.cs,97,57,0.0,0.0,2,3.50,4.86,4.71,51,Statistic.ShowEquipmentDiff(),3,74,5,1.70,1.86,12,12,22,5,4,2,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Utils\BulkDataReader.cs,122,75,0.0,0.0,1,6.00,5.33,9.83,51,"BulkDataReader.GetBulkDataOneValue(object obj, ushort dimensionCount, bool bIsComplex)",8,91,7,2.93,3.00,7,9,26,6,5,14,5,3,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Utils\CompareAndShow.cs,174,98,7.5,0.0,1,9.00,4.89,7.78,38,"CompareAndShow<T>.Report(T left, T right)",14,83,5,2.15,3.82,10,14,39,22,12,1,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Utils\DateTimeRangeDetector.cs,77,46,0.0,0.0,2,3.50,2.57,3.57,12,DateTimeRangeDetector.GetList(),2,46,4,1.54,1.29,9,10,22,3,2,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Utils\FileAppender.cs,23,10,0.0,0.0,1,2.00,2.00,2.00,8,FileAppender.FileAppender(),2,12,3,1.30,1.50,3,3,2,2,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Utils\ToolStringUtil.cs,20,9,0.0,0.0,1,2.00,0.50,1.00,9,ToolStringUtil.Log(this t_Equip_Property equipProperty),1,11,2,0.67,1.00,5,2,2,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Validators\EnsembleSkeletonValidator.cs,91,54,0.0,0.0,1,6.00,7.00,5.67,39,"EnsembleSkeletonValidator.ExternalValidation(Node left, Node right)",7,46,3,1.59,2.00,14,6,22,12,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Validators\CurrentCalibration\CurrentCalibratioinValidator.cs,45,26,0.0,0.0,1,4.00,2.25,3.00,31,"CurrentCalibratioinValidator.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",2,37,3,1.19,1.25,10,4,9,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Validators\CurrentCalibration\CurrentCalibrationAccumulationStatValidator.cs,45,27,0.0,0.0,1,4.00,1.75,3.00,31,"CurrentCalibrationAccumulationStatValidator.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",2,38,3,1.15,1.25,11,4,9,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Validators\CurrentCalibration\CurrentCalibrationAccumulationValidator.cs,46,28,0.0,0.0,1,4.00,2.25,3.00,33,"CurrentCalibrationAccumulationValidator.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",2,39,3,1.11,1.25,12,4,9,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Validators\CurrentCalibration\CurrentCalibrationAccumUsgValidation.cs,49,29,0.0,0.0,1,4.00,2.25,3.50,32,"CurrentCalibrationAccumUsgValidation.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",3,42,3,1.21,1.50,11,4,11,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Validators\CurrentCalibration\CurrentCalibrationCoeffValueValidator.cs,48,28,0.0,0.0,1,4.00,1.75,3.25,31,"CurrentCalibrationCoeffValueValidator.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",3,41,3,1.18,1.50,11,4,10,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Validators\CurrentCalibration\CurrentCalibrationCompValidator.cs,56,37,0.0,0.0,1,4.00,2.75,5.50,20,"CurrentCalibrationCompValidator.SubLevelValidator(IValidable reference, IValidable target)",3,49,3,1.38,1.75,11,4,19,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Validators\Deliverable\DeliverableTemplateSubValidator.cs,95,61,0.0,0.0,1,6.00,6.50,6.33,58,"DeliverableTemplateSubValidator.DataAssignmentKey(HzDbEntitiesMock dbEntities, string data)",5,47,3,1.51,2.00,15,8,30,8,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Validators\Deliverable\DeliverableTemplateValidator.cs,75,47,0.0,0.0,1,4.00,5.50,7.25,23,"DeliverableTemplateValidator.SubLevelValidator(IValidable reference, IValidable target)",6,35,4,1.77,2.50,14,4,15,7,7,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Validators\Deliverable\DeliverableValidator.cs,45,27,0.0,0.0,1,4.00,1.75,3.00,31,"DeliverableValidator.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",2,38,3,1.15,1.25,11,4,9,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Validators\Deliverable\PcatDelivTemplateValidator.cs,46,26,0.0,0.0,1,4.00,1.75,2.75,31,"PcatDelivTemplateValidator.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",2,37,3,1.12,1.25,11,4,8,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Validators\Deliverable\PcatFormatValidator.cs,46,26,0.0,0.0,1,4.00,1.75,2.75,31,"PcatFormatValidator.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",2,37,3,1.12,1.25,11,4,8,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Validators\Deliverable\PcatXyPlotFormatValidator.cs,44,26,0.0,0.0,1,4.00,1.75,2.75,31,"PcatXyPlotFormatValidator.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",2,37,3,1.12,1.25,11,4,8,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Validators\Job\AcqCollectorPassValidator.cs,50,30,0.0,0.0,1,4.00,3.00,3.75,20,"AcqCollectorPassValidator.SubLevelValidator(IValidable reference, IValidable target)",3,25,3,1.30,1.75,11,4,10,5,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Validators\Job\ChannelValidator.cs,48,30,0.0,0.0,1,4.00,2.25,3.50,35,"ChannelValidator.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",2,41,3,1.17,1.25,12,4,11,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Validators\Job\JobValidator.cs,45,29,0.0,0.0,1,4.00,2.50,3.25,16,"JobValidator.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",1,18,2,1.03,1.00,12,4,13,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Validators\Job\LAPValidator.cs,47,29,0.0,0.0,1,4.00,3.25,3.50,33,"LAPValidator.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",2,40,3,1.21,1.25,11,4,11,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzProducts\DataArchiving\DataArchivingValidationTest\Validators\Job\ModificationValidator.cs,45,27,0.0,0.0,1,4.00,1.75,3.00,31,"ModificationValidator.LoadResource(HzDbEntitiesMock dbEntities, params Guid[] primaryKey)",2,38,3,1.15,1.25,11,4,9,3,0,0,0,0,0,0
