"Name","Count"
"HzProducts\GenericComponents\CustomReport\SlbCustomReportGenerator.cs","30"
"HzProducts\GenericComponents\CustomReport\SlbCustomRunSummary.cs","5"
"HzProducts\GenericComponents\CustomReport\SlbCustomServiceProvided.cs","10"
"HzProducts\GenericComponents\CustomReport\SlbCustomSummaryRecordTable.cs","10"
"HzProducts\GenericComponents\CustomReport\SlbCustomSurveyList.cs","11"
"HzProducts\GenericComponents\CustomReport\SlbCustomTableOfContents.cs","1"
"HzProducts\GenericComponents\CustomReport\SlbCustomToolSketch.cs","5"
"HzProducts\GenericComponents\CustomReport\SlbCustomXYZPlot.cs","29"
"HzProducts\GenericComponents\CustomUIBase\CustomUIBase.cs","45"
"HzProducts\GenericComponents\CustomUIBase\CustomUIBaseModelHelper.cs","21"
"HzProducts\GenericComponents\CustomUIBase\CustomUITaskHelper.cs","10"
"HzProducts\GenericComponents\DataBasedAlarms\AlarmsManagerUI\AlarmsManagerUI.cs","17"
"HzProducts\GenericComponents\DataImportRoutines\AnnotationCopier\AnnotationCopier.cs","5"
"HzProducts\GenericComponents\DataImportRoutines\AxisCopier\ArchiveAxisCopier.cs","15"
"HzProducts\GenericComponents\DataImportRoutines\AxisCopier\SIDAxisDataCopier.cs","14"
"HzProducts\GenericComponents\DataImportRoutines\BulkDataCopier\AcqCollectorPassCopier.cs","12"
"HzProducts\GenericComponents\DataImportRoutines\BulkDataCopier\ArchiveBulkDataCopier.cs","26"
"HzProducts\GenericComponents\DataImportRoutines\BulkDataCopier\BulkDataCopierAdapter.cs","2"
"HzProducts\GenericComponents\DataImportRoutines\BulkDataCopier\ImportTaskRunManager.cs","14"
"HzProducts\GenericComponents\DataImportRoutines\BulkDataCopier\SIDBulkDataCopier.cs","12"
"HzProducts\GenericComponents\DataImportRoutines\CalibrationCopier\ArchiveCalibrationCopier.cs","11"
"HzProducts\GenericComponents\DataImportRoutines\CalibrationCopier\ArchiveCurrentCalibrationSetter.cs","3"
"HzProducts\GenericComponents\DataImportRoutines\CalibrationCopier\CaliParametersCopier.cs","6"
"HzProducts\GenericComponents\DataImportRoutines\CalibrationCopier\DscCatCalibrationCopier.cs","19"
"HzProducts\GenericComponents\DataImportRoutines\CalibrationCopier\DscCurrentCalibrationCopier.cs","29"
"HzProducts\GenericComponents\DataImportRoutines\CalibrationCopier\SIDCalibrationCopier.cs","26"
"HzProducts\GenericComponents\DataImportRoutines\CustomUnitCopier\ArchiveCustomUnitCopier.cs","2"
"HzProducts\GenericComponents\DataImportRoutines\DataImportUtilities\DataImportUtility.cs","37"
"HzProducts\GenericComponents\DataImportRoutines\DataImportUtilities\RunInfoHelper.cs","7"
"HzProducts\GenericComponents\DataImportRoutines\DeliverableCopier\ArchiveDeliverableCopier.cs","26"
"HzProducts\GenericComponents\DataImportRoutines\DeliverableCopier\ArchiveDeliverableTemplateNameChanger.cs","15"
"HzProducts\GenericComponents\DataImportRoutines\DlisFileCheck\DlisFileValidator.cs","2"
"HzProducts\GenericComponents\DataImportRoutines\ImportRunMgr\ImportedRunMgr.cs","2"
"HzProducts\GenericComponents\DataImportRoutines\ModificationCopier\ArchiveModificationCopier.cs","12"
"HzProducts\GenericComponents\DataImportRoutines\ParameterCopier\CompletionAdjustor.cs","17"
"HzProducts\GenericComponents\DataImportRoutines\ParameterCopier\ImportCommonRoutines.cs","18"
"HzProducts\GenericComponents\DataImportRoutines\ParameterCopier\ParameterRestorer.cs","16"
"HzProducts\GenericComponents\DataImportRoutines\SavedLayoutCopier\ArchiveSavedLayoutCopier.cs","2"
"HzProducts\GenericComponents\DataImportRoutines\SurveyCopier\ArchiveSurveyDataCopier.cs","26"
"HzProducts\GenericComponents\DataImportRoutines\ToolStringBuilder\MyEquipmentBuilder.cs","2"
"HzProducts\GenericComponents\DataImportRoutines\ToolStringBuilder\ToolstringBuilder.cs","2"
"HzProducts\GenericComponents\DataImportRoutines\ToolStringBuilder\ToolStringBuilderBase.cs","60"
"HzProducts\GenericComponents\DataImportRoutines\DataCopier.cs","20"
"HzProducts\GenericComponents\DexWriterConfigHelper\DexWriterConfigHelper.cs","61"
"HzProducts\GenericComponents\Gauges\DataGaugeControls2\Interfaces\ISlbDataGauge.cs","1"
"HzProducts\GenericComponents\Gauges\DataGaugeControls2\Interfaces\ISlbDataGaugeModel.cs","1"
"HzProducts\GenericComponents\Gauges\DataGaugeControls2\ParameterReader\ParameterReader.cs","18"
"HzProducts\GenericComponents\Gauges\DataGaugeControls2\Types\Models\DataGaugeContainer.cs","21"
"HzProducts\GenericComponents\Gauges\DataGaugeControls2\Types\Models\EmptyModel.cs","2"
"HzProducts\GenericComponents\Gauges\DataGaugeControls2\Types\Models\FwkBaseGaugeModel.cs","12"
"HzProducts\GenericComponents\Gauges\DataGaugeControls2\Types\Models\FwkChannelGaugeModel.cs","1"
"HzProducts\GenericComponents\Gauges\DataGaugeControls2\Types\Models\FwkParameterGaugeModel.cs","2"
"HzProducts\GenericComponents\Gauges\DataGaugeControls2\Types\FwkAnalogGauge.cs","4"
"HzProducts\GenericComponents\Gauges\DataGaugeControls2\Types\FwkBaseGauge.cs","1"
"HzProducts\GenericComponents\Gauges\DataGaugeControls2\Types\FwkEmptyGauge.cs","1"
"HzProducts\GenericComponents\Gauges\DataGaugeControls2\Types\FwkSummaryRecordGauge.cs","33"
"HzProducts\GenericComponents\GraphicalZoning\PassMgrPlugin.cs","31"
"HzProducts\GenericComponents\GraphicalZoning\ViewerPlugin.cs","7"
"HzProducts\GenericComponents\JobSpecComponents\JobSpecViewer\Helper\JobSpecXmlHelper.cs","44"
"HzProducts\GenericComponents\JobSpecComponents\JobSpecViewer\JobSpecModel.cs","342"
"HzProducts\GenericComponents\JobSpecComponents\JobSpecViewer\JobSpecModelEx.cs","18"
"HzProducts\GenericComponents\JobSpecComponents\JobSpecViewer\JobSpecUpdater.cs","7"
"HzProducts\GenericComponents\LogComponents\DataSelector\AmbigiousItem.cs","9"
"HzProducts\GenericComponents\LogComponents\DataSelector\DataSelector.cs","45"
"HzProducts\GenericComponents\LogComponents\GenericLGControl\Routines\DSCDataModel.cs","49"
"HzProducts\GenericComponents\LogComponents\GenericLGControl\Routines\GLgAddObjectHelper.cs","98"
"HzProducts\GenericComponents\LogComponents\GenericLGControl\Routines\SlbLgObjectExplorerDialog.cs","10"
"HzProducts\GenericComponents\LogComponents\GenericLGControl\Routines\SlbLgObjectExplorerDialog.Designer.cs","1"
"HzProducts\GenericComponents\LogComponents\LGRoutines\IndexScale\ScaleHelper.cs","12"
"HzProducts\GenericComponents\LogComponents\LGRoutines\UnitSystem\UnitSystemHelper.cs","8"
"HzProducts\GenericComponents\LogComponents\LGRoutines\LgServerComparer.cs","2"
"HzProducts\GenericComponents\LogComponents\LGRoutines\LgServerRigTimeOffset.cs","1"
"HzProducts\GenericComponents\Messaging\MiniMessageViewer\MiniMessageViewer.cs","8"
"HzProducts\GenericComponents\ParameterAccessLayer\GenericEditor.cs","44"
"HzProducts\GenericComponents\ParameterAccessLayer\GenericEditorUIP.cs","6"
"HzProducts\GenericComponents\ParameterAccessLayer\GuidXMLParameterLoader.cs","2"
"HzProducts\GenericComponents\ParameterAccessLayer\Interfaces.cs","2"
"HzProducts\GenericComponents\ParameterAccessLayer\LAPInfo.cs","3"
"HzProducts\GenericComponents\ParameterAccessLayer\SlbDataExplorerUIForm.cs","10"
"HzProducts\GenericComponents\ParameterAccessLayer\SlbPALClassFactory.cs","12"
"HzProducts\GenericComponents\ParameterAccessLayer\SlbPALParameter.cs","18"
"HzProducts\GenericComponents\ParameterAccessLayer\SlbPALParameterManager.cs","5"
"HzProducts\GenericComponents\ParameterAccessLayer\ZoneEditor.cs","4"
"HzProducts\GenericComponents\ParameterAccessLayer\ZoneEditorControl.cs","14"
"HzProducts\GenericComponents\ParameterAccessLayer\ZoningLayout.cs","13"
"HzProducts\GenericComponents\PassPlanSupport\DepthPassPlanClass.cs","17"
"HzProducts\GenericComponents\PassPlanSupport\StationPassPlanClass.cs","19"
"HzProducts\GenericComponents\SetupConsoleMediator\SetupConsoleMediator.cs","3"
"HzProducts\GenericComponents\TabularListing\tabularDataServer.cs","9"
"HzProducts\GenericComponents\TabularListing\TabularListView.cs","3"
"HzProducts\GenericComponents\TaskList\UI\Task.cs","5"
"HzProducts\GenericComponents\TaskList\UI\TaskList.cs","3"
"HzProducts\GenericComponents\ToolSelection\ToolInstanceSelectorForm.cs","11"
"HzProducts\GenericComponents\WellSketchControl\WellSketch.cs","4"
"HzProducts\GenericComponents\WellSketchHelper\HzEnvironment.cs","22"
"HzProducts\GenericComponents\XYZComponents\GenericXYZControl\Controls\GenericXYZControl01.cs","16"
"HzProducts\GenericComponents\XYZComponents\XYZCompactAE\Controllers\CurveOperationController.cs","16"
"HzProducts\GenericComponents\XYZComponents\XYZCompactAE\AddCurveDialog.cs","2"
"HzProducts\GenericComponents\XYZComponents\XYZCompactAE\CompactAE.cs","1"
"HzProducts\GenericComponents\XYZComponents\XYZDataSelector\XYZDataSelector.cs","27"
"HzProducts\GenericComponents\XYZComponents\XYZViewServer\ViewServer.cs","10"
"HzProducts\Include\RecomputationImpl.h","4"
"HzProducts\Managers\AnnotationManager\AnnotationManagerUIP\AnnMgrUI.cs","19"
"HzProducts\Managers\AnnotationManager\AnnotationManagerUIP\AnnotationUtil.cs","36"
"HzProducts\Managers\AnnotationManager\AnnotationManagerUIP\DataExpFrm.cs","2"
"HzProducts\Managers\AnnotationManager\AnnotationManagerUIP\DelivTemplateFrm.cs","22"
"HzProducts\Managers\AnnotationManager\AnnotationManagerUIP\ScopeExplorer.cs","25"
"HzProducts\Managers\CalibrationManager\UIP\AcqStagePage.cs","3"
"HzProducts\Managers\CalibrationManager\UIP\CalibrationDataAccess.cs","112"
"HzProducts\Managers\CalibrationManager\UIP\CalibrationMgrUI.cs","122"
"HzProducts\Managers\CalibrationManager\UIP\CalibrationPage.cs","11"
"HzProducts\Managers\CalibrationManager\UIP\StagePageBase.cs","8"
"HzProducts\Managers\CalibrationManager\UIP\UnitFormat.cs","3"
"HzProducts\Managers\Deliverables\DCLogProxy\DCLogProxy.cs","25"
"HzProducts\Managers\Deliverables\DCManager\InternalControls\CatalogView.cs","16"
"HzProducts\Managers\Deliverables\DCManager\InternalControls\ComponentValidation.cs","7"
"HzProducts\Managers\Deliverables\DCManager\InternalControls\ComponentView.cs","16"
"HzProducts\Managers\Deliverables\DCManager\InternalControls\DCController.cs","119"
"HzProducts\Managers\Deliverables\DCManager\InternalControls\DCMultiLanguageHelper.cs","22"
"HzProducts\Managers\Deliverables\DCManager\InternalControls\DeliverableView.cs","63"
"HzProducts\Managers\Deliverables\DCManager\InternalControls\DscQueryer.cs","5"
"HzProducts\Managers\Deliverables\DCManager\InternalControls\IDscQueryer.cs","1"
"HzProducts\Managers\Deliverables\DCManager\InternalControls\TemplateView.cs","7"
"HzProducts\Managers\Deliverables\DCManager\InternalControls\TemplateView.Designer.cs","1"
"HzProducts\Managers\Deliverables\DCManager\OneClick\OneClickDeliverable.cs","3"
"HzProducts\Managers\Deliverables\DCManager\OneClick\TemplateVerifier.cs","8"
"HzProducts\Managers\Deliverables\DCManager\DCFormatEditorHostUI.cs","23"
"HzProducts\Managers\Deliverables\DCManager\DCManagerUI.cs","74"
"HzProducts\Managers\Deliverables\DCManager\DcModel.cs","19"
"HzProducts\Managers\Deliverables\DCManager\DCPropertyEditorUI.cs","14"
"HzProducts\Managers\Deliverables\DCManager\DCTemplateProperty.cs","7"
"HzProducts\Managers\Deliverables\DCManager\DCTieringZoneEditor.cs","2"
"HzProducts\Managers\Deliverables\DCManager\DCViewUI.cs","51"
"HzProducts\Managers\Deliverables\DCManager\GraphicsContextBuilder.cs","12"
"HzProducts\Managers\Deliverables\DCManager\RunInfoProvider.cs","6"
"HzProducts\Managers\Deliverables\DCManager\TableOfContentBuilder.cs","2"
"HzProducts\Managers\Deliverables\JobArchiveGeneration\ComInstanceFactory.cs","23"
"HzProducts\Managers\Deliverables\JobArchiveGeneration\DCControllerFactory.cs","2"
"HzProducts\Managers\Deliverables\JobArchiveGeneration\DeliverablesGenerater.cs","1"
"HzProducts\Managers\Deliverables\JobArchiveGeneration\GenerateContext.cs","8"
"HzProducts\Managers\Deliverables\PHMDataWriter\PHMDataWriterCOM\LasWriter\CollectToolPHMData.cpp","1"
"HzProducts\Managers\Deliverables\PHMDataWriter\PHMDataWriterCOM\LasWriter\NonToolPHMData.cpp","1"
"HzProducts\Managers\Deliverables\PHMDataWriter\PHMDataWriterCOM\LasWriter\ToolPHMData.cpp","1"
"HzProducts\Managers\Deliverables\PHMDataWriter\PHMDataWriterCOM\DexToolstring.h","1"
"HzProducts\Managers\Deliverables\PHMDataWriter\PHMDataWriterCOM\DSCObject.cpp","2"
"HzProducts\Managers\Deliverables\PHMDataWriter\PHMDataWriterCOM\DSCObject.h","2"
"HzProducts\Managers\Deliverables\PHMDataWriter\PHMDataWriterCOM\DSCQuery.h","1"
"HzProducts\Managers\Deliverables\PHMDataWriter\PHMDataWriterCOM\DSCSearch.cpp","8"
"HzProducts\Managers\Deliverables\PHMDataWriter\PHMDataWriterCOM\DSCSearch.h","5"
"HzProducts\Managers\Deliverables\PHMDataWriter\PHMDataWriterCOM\DSCSearchCondition.h","2"
"HzProducts\Managers\Deliverables\PHMDataWriter\PHMDataWriterCOM\DSCWrapper.cpp","5"
"HzProducts\Managers\Deliverables\PHMDataWriter\PHMDataWriterCOM\DSCWrapper.h","7"
"HzProducts\Managers\Deliverables\PHMDataWriter\PHMDataWriterCOM\IDSCSearch.h","2"
"HzProducts\Managers\Deliverables\PHMDataWriter\PHMDataWriterCOM\IDSCWrapper.h","1"
"HzProducts\Managers\Deliverables\PHMDataWriter\PHMDataWriterDaemon\DataFlowMonitorThread.cs","5"
"HzProducts\Managers\Deliverables\PHMDiagnoseUtility\DiagnoseModelSelector\ModelSelector.cs","7"
"HzProducts\Managers\Deliverables\PHMDiagnoseUtility\DiagnoseModelSelector\ModelSelector.Designer.cs","1"
"HzProducts\Managers\Deliverables\PHMDiagnoseUtility\DiagnoseModelSelector\UserControlCollection.cs","7"
"HzProducts\Managers\DigitalDeliverable\DscDataModel\DscDataModel.cs","98"
"HzProducts\Managers\DigitalDeliverable\DscDataModel\IDscDataModel.cs","17"
"HzProducts\Managers\DigitalDeliverable\Miscellaneous\RunCollectionHelper.cs","3"
"HzProducts\Managers\DigitalDeliverable\Miscellaneous\ToolDataFetcher.cs","3"
"HzProducts\Managers\DigitalDeliverable\OsddConvert\OsddConverter.cs","5"
"HzProducts\Managers\DigitalDeliverable\TemplatePropertyTypeEditor\DataAssignmentEditor.cs","4"
"HzProducts\Managers\DigitalDeliverable\DigitalDeliverableFormatEditor.cs","8"
"HzProducts\Managers\DigitalDeliverable\DigitalDeliverableTemplateProperty.cs","29"
"HzProducts\Managers\DigitalDeliverable\DigitalFormatProperty.cs","1"
"HzProducts\Managers\DigitalDeliverable\TemplatePropertyContext.cs","7"
"HzProducts\Managers\DigitalDeliverableWriter\DigitalDeliverable.cs","14"
"HzProducts\Managers\DigitalDeliverableWriter\DigitalDeliverableWriter.cs","30"
"HzProducts\Managers\DigitalDeliverableWriter\DigitalDialogModel.cs","10"
"HzProducts\Managers\DigitalDeliverableWriter\MultiPassConfigure.cs","20"
"HzProducts\Managers\DigitalDeliverableWriter\NextDeliverableSchedule.cs","2"
"HzProducts\Managers\DigitalDeliverableWriter\PropertyValidator.cs","1"
"HzProducts\Managers\DigitalDeliverableWriter\TieringHelper.cs","10"
"HzProducts\Managers\DigitalDeliverableWriter\ToolSpecificDLISConfigure.cs","4"
"HzProducts\Managers\DigitalDeliverableWriter\Utils.cs","6"
"HzProducts\Managers\DnIInits\Model\DnIInitsDataHelper.cs","29"
"HzProducts\Managers\DnIInits\View\Dni.cs","1"
"HzProducts\Managers\EquipmentMgr\EquipmentManagerUI\ECMCommon.cs","51"
"HzProducts\Managers\EquipmentMgr\EquipmentManagerUI\ECMCommonStatic.cs","2"
"HzProducts\Managers\EquipmentMgr\EquipmentManagerUI\EquipmentManager.cs","5"
"HzProducts\Managers\EquipmentMgr\EquipmentManagerUI\EquipmentManagerModel.cs","2"
"HzProducts\Managers\EquipmentMgr\EquipmentManagerUI\EquipmentSetupModel.cs","9"
"HzProducts\Managers\EquipmentMgr\EquipmentManagerUI\MyEquipment.cs","37"
"HzProducts\Managers\EquipmentMgr\EquipmentManagerUI\ToolStringList.cs","66"
"HzProducts\Managers\FTLImportExportManager\FTLExportRW.cs","18"
"HzProducts\Managers\FTLImportExportManager\FTLImportExportBase.cs","48"
"HzProducts\Managers\FTLImportExportManager\FTLImportRW.cs","18"
"HzProducts\Managers\FTLImportExportManager\SerializedEquipments.cs","3"
"HzProducts\Managers\GenericChannelManager\GenericChannelDataServer.cs","5"
"HzProducts\Managers\GenericChannelManager\GenericChannelManagerUI.cs","1"
"HzProducts\Managers\JobSpecificationManager\JobSpecManager\JobComboBoxManipulator.cs","28"
"HzProducts\Managers\LocalComputationManager\LocalComputationManager\Presentation\LocalComputationPresenter.cs","1"
"HzProducts\Managers\LocalComputationManager\LocalComputationManager\View\LocalComputationUIP.cs","8"
"HzProducts\Managers\LocalComputationManager\LocalComputationManager\View\View.cs","1"
"HzProducts\Managers\PassManager\PassManagerUI\PassActionManager.cs","1"
"HzProducts\Managers\PassManager\PassManagerUI\PassManagerHelper.cs","6"
"HzProducts\Managers\PassManager\PassManagerUI\PassManagerRunState.cs","11"
"HzProducts\Managers\PassManager\PassManagerUI\PassManagerUIBase.cs","23"
"HzProducts\Managers\PassManager\PassManagerUI\PassManagerUIBase_WorkFlow.cs","4"
"HzProducts\Managers\PassManager\PassManagerUI\PassModelFiller.cs","22"
"HzProducts\Managers\PassManager\PassManagerUI\PassModelSaver.cs","1"
"HzProducts\Managers\PDSDeliverableWriter\PDSWriterUI.cs","26"
"HzProducts\Managers\Publisher\PublisherServer.cs","17"
"HzProducts\Managers\RunManager\RunManagerUI\PerfoFfpRunManagerModel.cs","9"
"HzProducts\Managers\RunManager\RunManagerUI\RunManagerModel.cs","1"
"HzProducts\Managers\SurveyMgr\Models.Survey\ISurveysModelLock.cs","5"
"HzProducts\Managers\SurveyMgr\Models.Survey\ModelBase.cs","6"
"HzProducts\Managers\SurveyMgr\Models.Survey\SlbDscTokens.cs","1"
"HzProducts\Managers\SurveyMgr\Models.Survey\SurveysModel.cs","27"
"HzProducts\Managers\SurveyMgr\SurveyManagerUI\AcqSurveyLASWriter.cs","26"
"HzProducts\Managers\SurveyMgr\SurveyManagerUI\SM.cs","34"
"HzProducts\MaxShell\Util\AuxDataHelper.cs","44"
"HzProducts\MaxShell\Util\ContextManagerHelper.cs","2"
"HzProducts\MaxShell\Util\DSJobSetupHelper.cs","34"
"HzProducts\MaxShell\Util\EquipmentSetupHelper.cs","87"
"HzProducts\MaxShell\Util\RunManagerHelper.cs","88"
"HzProducts\MaxWellGraphicalComponentViewer\DelivViewerBuilder.cs","4"
"HzProducts\MaxWellGraphicalComponentViewer\GcContextBuilder.cs","17"
"HzProducts\MaxWellGraphicalComponentViewer\JobSettings.cs","5"
"HzProducts\MaxWellGraphicalComponentViewer\PrintJobContext.cs","1"
"HzProducts\Tools\WL_Simulator\SimWCP\simWCP.cs","19"
"HzProducts\UIServers\AcqCalibUIServer.cpp","10"
"HzProducts\UIServers\AcqCalibUIServer.h","1"
"HzProducts\UIServers\CalibrationUIServerImpl.cpp","5"
"HzProducts\UIServers\CalibrationUIServerImpl.h","4"
"HzProducts\UIServers\CatCalibrationChecker.cpp","2"
"HzProducts\UIServers\CatCalibrationChecker.h","2"
"HzProducts\UIServers\CatCaliCollectionPopulator.cpp","5"
"HzProducts\UIServers\CatCaliCollectionPopulator.h","3"
"HzProducts\UIServers\CommandHandlerViewerUIServer.cpp","1"
"HzProducts\UIServers\ComposerList.cpp","1"
"HzProducts\UIServers\DataStoreHelper.cpp","4"
"HzProducts\UIServers\DataStoreHelper.h","4"
"HzProducts\UIServers\EquipmentMgrUISUtility.h","1"
"HzProducts\UIServers\HSPMAcqUIServer.cpp","7"
"HzProducts\UIServers\HSPMAcqUIServer.h","5"
"HzProducts\UIServers\ParamHelper.cpp","38"
"HzProducts\UIServers\ParamHelper.h","41"
"HzProducts\UIServers\RecModeUIServer.cpp","39"
"HzProducts\UIServers\RecModeUIServer.h","12"
"HzProducts\UIServers\RecomputationUIS.cpp","6"
"HzProducts\UIServers\RecomputationUIS.h","3"
"HzProducts\UIServers\SlbAlarmsManagerUIServer.cpp","11"
"HzProducts\UIServers\SlbAlarmsManagerUIServer.h","2"
"HzProducts\UIServers\SlbEquipmentBuilder.cpp","11"
"HzProducts\UIServers\SlbEquipmentBuilder.h","9"
"HzProducts\UIServers\SlbEquipmentCalibration.cpp","2"
"HzProducts\UIServers\SlbEquipmentCalibration.h","1"
"HzProducts\UIServers\SlbEquipmentComputation.cpp","2"
"HzProducts\UIServers\SlbEquipmentComputation.h","1"
"HzProducts\UIServers\SlbEquipmentDescription.cpp","5"
"HzProducts\UIServers\SlbEquipmentDescription.h","2"
"HzProducts\UIServers\SlbEquipmentParameter.cpp","10"
"HzProducts\UIServers\SlbEquipmentParameter.h","3"
"HzProducts\UIServers\SlbEquipmentProperty.cpp","8"
"HzProducts\UIServers\SlbEquipmentProperty.h","5"
"HzProducts\UIServers\SlbEquipmentSetup.cpp","14"
"HzProducts\UIServers\SlbEquipmentSetup.h","25"
"HzProducts\UIServers\SlbEquipmentShare.cpp","19"
"HzProducts\UIServers\SlbEquipmentShare.h","10"
"HzProducts\UIServers\SlbEquipMgrUIServer.cpp","9"
"HzProducts\UIServers\SlbEquipMgrUIServer.h","16"
"HzProducts\UIServers\SlbRunManagerUIServer.cpp","13"
"HzProducts\UIServers\SlbRunManagerUIServer.h","1"
"HzProducts\UIServers\SlbStationMgrUIServer.cpp","2"
"HzProducts\UIServers\SlbStationMgrUIServer.h","3"
"HzProducts\UIServers\SpliceMgrUIS.cpp","1"
"HzProducts\UIServers\StableIntervalUIS.cpp","1"
"HzProducts\UIServers\StableIntervalUIS.h","1"
"HzProducts\UIServers\SurveyManagerUIServer.h","1"
"HzProducts\UIServers\ThrubitTimeCorrection.cpp","5"
"HzProducts\UIServers\ThrubitTimeCorrection.h","2"
"HzProducts\UIServers\TimeLapseRunInfo.cpp","1"
"HzProducts\UIServers\TimeLapseUIServer.cpp","3"
"HzProducts\UIServers\TimeLapseWorkSpace.cpp","2"
"HzProducts\UIServers\WirelineRM_UIS.cpp","14"
"HzProducts\UIServers\WirelineRM_UIS.h","6"
"HzProducts\UIServers\WLAcqMsgLoadModel.cpp","6"
"HzProducts\UIServers\WLAcqMsgLoadModel.h","4"
"HzProducts\UIServers\WLAcqMsgLoadUIServer.h","1"
"HzProducts\UIServers\WLAcqusitionUIServer.cpp","4"
"HzProducts\UIServers\WLAcqusitionUIServer.h","8"
"HzProducts\UIServers\WorkflowUIServer.cpp","9"
"HzProducts\UIServers\WorkflowUIServer.h","3"
"HzProducts\utilities\backup\BackupRestore.cs","33"
"HzProducts\utilities\backup\BackupRestoreUI.cs","1"
"HzProducts\utilities\HeaderTypeProperty\HeaderTypeOSDDParamValue.cs","6"
"HzProducts\Viewers\DataGaugeViewer\Viewer\DataGaugeViewer2UIP.cs","43"
"HzProducts\Viewers\DataGaugeViewer\Viewer\SlbChannelSelectFrmUI.cs","27"
"HzProducts\Viewers\DataGaugeViewer\ViewServer\DataGaugeViewServer.cpp","1"
"HzProducts\Viewers\DataGaugeViewer\ViewServer\DataGaugeViewServer.h","1"
"HzProducts\Viewers\Deliverables\BoreholeFluids\BHFRunInfo.cs","13"
"HzProducts\Viewers\Deliverables\BoreholeFluids\BoreholeFluidsSource.cs","19"
"HzProducts\Viewers\Deliverables\BoreholeFluids\SlbBoreholeFluidsProperty.cs","1"
"HzProducts\Viewers\Deliverables\BoreHoleSizeCasingRecord\BoreholeSizeCasingRecordUI.cs","14"
"HzProducts\Viewers\Deliverables\CalibrationRpt\SLBCalibrationListing\CalibrationDataManager.cs","77"
"HzProducts\Viewers\Deliverables\CalibrationRpt\SLBCalibrationListing\CalibrationXYZPlotImage.cs","26"
"HzProducts\Viewers\Deliverables\CalibrationRpt\SLBCalibrationListing\CaliRptProperty.cs","16"
"HzProducts\Viewers\Deliverables\ComplexComponentViewer\ComplexComponentController.cs","13"
"HzProducts\Viewers\Deliverables\ComplexComponentViewer\ComplexComponentProperty.cs","6"
"HzProducts\Viewers\Deliverables\ComplexComponentViewer\ComplexComponentViewer.cs","14"
"HzProducts\Viewers\Deliverables\ComplexComponentViewer\GraphicalComponentFactory.cs","7"
"HzProducts\Viewers\Deliverables\CompositeSummary\CompositeSummary.cs","16"
"HzProducts\Viewers\Deliverables\CompositeSummary\CompositeSummaryModel.cs","28"
"HzProducts\Viewers\Deliverables\CoverPage\HeaderProperty.cs","12"
"HzProducts\Viewers\Deliverables\CoverPage\HeaderUIP.cs","28"
"HzProducts\Viewers\Deliverables\CoverPage\LogService.cs","2"
"HzProducts\Viewers\Deliverables\CoverPage\OPHeader.cs","18"
"HzProducts\Viewers\Deliverables\CustomReport\SlbCustomLogGraphicsHelper.cs","6"
"HzProducts\Viewers\Deliverables\CustomReport\SlbCustomReportEditorUI.cs","4"
"HzProducts\Viewers\Deliverables\CustomReport\SlbCustomReportProperty.cs","16"
"HzProducts\Viewers\Deliverables\CustomReport\SlbCustomTemplateProperty.cs","6"
"HzProducts\Viewers\Deliverables\DepthSummary\DslDepthControlBuilder.cs","3"
"HzProducts\Viewers\Deliverables\DepthSummary\DslDepthControlParaDisplayRule.cs","1"
"HzProducts\Viewers\Deliverables\DepthSummary\DslLoggingCableBuilder.cs","3"
"HzProducts\Viewers\Deliverables\DepthSummary\DslLoggingCableParaRegion.cs","1"
"HzProducts\Viewers\Deliverables\DepthSummary\DslMeasureDeviceBuilder.cs","3"
"HzProducts\Viewers\Deliverables\DepthSummary\DslMeasureDeviceParaRegion.cs","1"
"HzProducts\Viewers\Deliverables\DepthSummary\DslRunNumberBuilder.cs","2"
"HzProducts\Viewers\Deliverables\DepthSummary\DslRunNumberParaRegion.cs","1"
"HzProducts\Viewers\Deliverables\DepthSummary\DslTensionDeviceBuilder.cs","3"
"HzProducts\Viewers\Deliverables\DepthSummary\DslTitleTupleService.cs","7"
"HzProducts\Viewers\Deliverables\DepthSummary\SlbDepthSummaryUI.cs","33"
"HzProducts\Viewers\Deliverables\EditorDLIS\DigitalDlisFormatEditor.cs","1"
"HzProducts\Viewers\Deliverables\EditorDLIS\DigitalDlisTemplateProperty.cs","13"
"HzProducts\Viewers\Deliverables\EditorDLIS\DlisTemplateFileNameUpdateHelper.cs","14"
"HzProducts\Viewers\Deliverables\EditorDLIS\PreDefinedTemplate.cs","1"
"HzProducts\Viewers\Deliverables\EditorLAS\DigitalLasTemplateProperty.cs","1"
"HzProducts\Viewers\Deliverables\EditorLAS\DigitalToolCustomLasProperty.cs","13"
"HzProducts\Viewers\Deliverables\EditorWits\DigitalWitsFormatEditor.cs","3"
"HzProducts\Viewers\Deliverables\EditorWitsml\DigitalWitsmlFormatEditor.cs","1"
"HzProducts\Viewers\Deliverables\ExternalImage\SlbExternalImageProperty.cs","2"
"HzProducts\Viewers\Deliverables\ExternalImage\SlbExternalImageViewer.cs","3"
"HzProducts\Viewers\Deliverables\GraphicalStandAlonePrintHeader\PrintHeader.cs","5"
"HzProducts\Viewers\Deliverables\IntegrationSummary\IntegrationSummaryUI.cs","31"
"HzProducts\Viewers\Deliverables\JobEventSummary\EventsDefinition.cs","65"
"HzProducts\Viewers\Deliverables\JobEventSummary\SlbJobEventSummaryEditor.cs","2"
